"X" "Y"
"1246" 753016 4430001
"1247" 753739 4430516
"1248" 752110 4430701
"1249" 753267 4430216
"1250" 752651 4430821
"1251" 753364 4430573
"1252" 753364 4430573
"1253" 752209 4431324
"1254" 753045 4429981
"1255" 752595 4430765
"1256" 752595 4430765
"1257" 751026 4431127
"1258" 752881 4430071
"1259" 752852 4430208
"1260" 752430 4430111
"1261" 752558 4429863
"1262" 750919 4430183
"1263" 753250 4429905
"1264" 752693 4430447
"1265" 754002 4430312
"1266" 752933 4431030
"1267" 752305 4429921
"1268" 752350 4431423
"1269" 752378 4431240
"1270" 752861 4430959
"1271" 753689 4430293
"1272" 753345 4430016
"1273" 753355 4430966
"1274" 752611 4431461
"1275" 752752 4429908
"1276" 751041 4431262
"1277" 753403 4429670
"1278" 754092 4430435
"1279" 753475 4430305
"1280" 753475 4430305
"1281" 752876 4429743
"1282" 752876 4429743
"1283" 750708 4431075
"1284" 751875 4430640
"1285" 753039 4430488
"1286" 750805 4431063
"1287" 752455 4430541
"1288" 753313 4429879
"1289" 752563 4429540
"1290" 753077 4430448
"1291" 753077 4430448
"1292" 752673 4430769
"1293" 751160 4430484
"1294" 752807 4430515
"1295" 752789 4431180
"1296" 752789 4431180
"1297" 750774 4430614
"1298" 752380 4430155
"1299" 752948 4429728
"1300" 753423 4431149
"1301" 752547 4430165
"1302" 752547 4430165
"1303" 752922 4429742
"1304" 752667 4430815
"1305" 752922 4429742
"1306" 753081 4431152
"1307" 753104 4431454
"1308" 752363 4429934
"1309" 751984 4429407
"1310" 752176 4430282
"1311" 752733 4430578
"1312" 753055 4430420
"1313" 753359 4429930
"1314" 752551 4429943
"1315" 752577 4429903
"1316" 751795 4430567
"1317" 752793 4432133
"1318" 752892 4431987
"1319" 752072 4431164
"1320" 752639 4430763
"1321" 752774 4430429
"1322" 752814 4430397
"1323" 752965 4430217
"1324" 752017 4431177
"1325" 752558 4429863
"1326" 753119 4431305
"1327" 753119 4431305
"1328" 752949 4431305
"1329" 752147 4430542
"1330" 753356 4430936
"1331" 752989 4431458
"1332" 752880 4429868
"1333" 752729 4430752
"1334" 752849 4431309
"1335" 753194 4429929
"1336" 750776 4431245
"1337" 752413 4430501
"1338" 752031 4430276
"1339" 752638 4430445
"1340" 750958 4430698
"1341" 752733 4431926
"1342" 752287 4429726
"1343" 752304 4430227
"1344" 752713 4431533
"1345" 752330 4429647
"1346" 752330 4429647
"1347" 752415 4429714
"1348" 751965 4429124
"1349" 751965 4429124
"1350" 751965 4429124
"1351" 752454 4429588
"1352" 752074 4430686
"1353" 752542 4430578
"1354" 753772 4430257
"1355" 753431 4430923
"1356" 753431 4430923
"1357" 752151 4431214
"1358" 753245 4430473
"1359" 752285 4429585
"1360" 750739 4430611
"1361" 750739 4430611
"1362" 752325 4431103
"1363" 752728 4429920
"1364" 752017 4430940
"1365" 752824 4430098
"1366" 752824 4430098
"1367" 753161 4430146
"1368" 753201 4429847
"1369" 752148 4430588
"1370" 752148 4430588
"1371" 753133 4430569
"1372" 752165 4430899
"1373" 752778 4430765
"1374" 751270 4430618
"1375" 753717 4430367
"1376" 753175 4430572
"1377" 752621 4430272
"1378" 753717 4430367
"1379" 752174 4431077
"1380" 753717 4430367
"1381" 752692 4430554
"1382" 752741 4430749
"1383" 752270 4429482
"1384" 752626 4430273
"1385" 751896 4430323
"1386" 751993 4430805
"1387" 751500 4430662
"1388" 752654 4431964
"1389" 753419 4430813
"1390" 753250 4429905
"1391" 753195 4430669
"1392" 751173 4430760
"1393" 751173 4430760
"1394" 753028 4430189
"1395" 751247 4430639
"1396" 752656 4430787
"1397" 753107 4430504
"1398" 753994 4430458
"1399" 752252 4429645
"1400" 753369 4429927
"1401" 752629 4429923
"1402" 752676 4432029
"1403" 752227 4430014
"1404" 752629 4429923
"1405" 753231 4431124
"1406" 753359 4429930
"1407" 752474 4430610
"1408" 750876 4430725
"1409" 752513 4430993
"1410" 752527 4429815
"1411" 752196 4430297
"1412" 752232 4431042
"1413" 752900 4430334
"1414" 752321 4431257
"1415" 753845 4431368
"1416" 753557 4432312
"1417" 752082 4430811
"1418" 753619 4430390
"1419" 752673 4430769
"1420" 753239 4429842
"1421" 751956 4429541
"1422" 753029 4429963
"1423" 753187 4429913
"1424" 753232 4431118
"1425" 753652 4430334
"1426" 753232 4431118
"1427" 753232 4431118
"1428" 753232 4431118
"1429" 752609 4429963
"1430" 753147 4431399
"1431" 752775 4430946
"1432" 752775 4430946
"1433" 753039 4431025
"1434" 753254 4430456
"1435" 753091 4431119
"1436" 753352 4431107
"1437" 753091 4431119
"1438" 752854 4430490
"1439" 753091 4431119
"1440" 751549 4430390
"1441" 752521 4430604
"1442" 753299 4430639
"1443" 753302 4430372
"1444" 752110 4430651
"1445" 750914 4431391
"1446" 750914 4431391
"1447" 752670 4430559
"1448" 753426 4431382
"1449" 753055 4430316
"1450" 751366 4431140
"1451" 752273 4429642
"1452" 752273 4429642
"1453" 752455 4430541
"1454" 751909 4430822
"1455" 752865 4430383
"1456" 752145 4430848
"1457" 753858 4432007
"1458" 752550 4430860
"1459" 753687 4430131
"1460" 752563 4432300
"1461" 752577 4432308
"1462" 753398 4431493
"1463" 753157 4431402
"1464" 752778 4430765
"1465" 752300 4430657
"1466" 751909 4430822
"1467" 751909 4430822
"1468" 753488 4430163
"1469" 750770 4430918
"1470" 750770 4430918
"1471" 751623 4430510
"1472" 752904 4429463
"1473" 752577 4429903
"1474" 752929 4430423
"1475" 752156 4431204
"1476" 752156 4431204
"1477" 752711 4430790
"1478" 752640 4431162
"1479" 753207 4429960
"1480" 752488 4429559
"1481" 752117 4430242
"1482" 752151 4430176
"1483" 751072 4430675
"1484" 752338 4430046
"1485" 752350 4429962
"1486" 753181 4431292
"1487" 752870 4430388
"1488" 753426 4431382
"1489" 752677 4429676
"1490" 753318 4430405
"1491" 752643 4430283
"1492" 752664 4432230
"1493" 753318 4430405
"1494" 752728 4429920
"1495" 753429 4430557
"1496" 753429 4430557
"1497" 752847 4430002
"1498" 752535 4430683
"1499" 752580 4429832
"1500" 753376 4431400
"1501" 752629 4429923
"1502" 752645 4430811
"1503" 752812 4430155
"1504" 752812 4430155
"1505" 752187 4431569
"1506" 752187 4431569
"1507" 752363 4429484
"1508" 752671 4430704
"1509" 752083 4429667
"1510" 752811 4429769
"1511" 752764 4430742
"1512" 752287 4429726
"1513" 752287 4429726
"1514" 751885 4429403
"1515" 752572 4430593
"1516" 752572 4430593
"1517" 752836 4430758
"1518" 752729 4430752
"1519" 751927 4429139
"1520" 753123 4431376
"1521" 753788 4431348
"1522" 752917 4431952
"1523" 752735 4429872
"1524" 752750 4430676
"1525" 752295 4429747
"1526" 753120 4431880
"1527" 752757 4430442
"1528" 752757 4430442
"1529" 752098 4430131
"1530" 752098 4430131
"1531" 752098 4430131
"1532" 752941 4430536
"1533" 753302 4430372
"1534" 752857 4430392
"1535" 752857 4430392
"1536" 753691 4430440
"1537" 753551 4430019
"1538" 753341 4430902
"1539" 753551 4430019
"1540" 752664 4432331
"1541" 752664 4432331
"1542" 752635 4430033
"1543" 752054 4430837
"1544" 752189 4431538
"1545" 753271 4431623
"1546" 753271 4431623
"1547" 751818 4430781
"1548" 753361 4430922
"1549" 753022 4430158
"1550" 753416 4430602
"1551" 752672 4431477
"1552" 753053 4431060
"1553" 752141 4429918
"1554" 752903 4431465
"1555" 752928 4431477
"1556" 752034 4429081
"1557" 753413 4430073
"1558" 753551 4430019
"1559" 753551 4430019
"1560" 753413 4430073
"1561" 753921 4430794
"1562" 752563 4429540
"1563" 752574 4430577
"1564" 753413 4430073
"1565" 752350 4429962
"1566" 752350 4429962
"1567" 750100 4430954
"1568" 752097 4430433
"1569" 752652 4431272
"1570" 751930 4429248
"1571" 751930 4429248
"1572" 753599 4430395
"1573" 753109 4430914
"1574" 753706 4430649
"1575" 753395 4430594
"1576" 752744 4430534
"1577" 751746 4430747
"1578" 753109 4430914
"1579" 752709 4429885
"1580" 751803 4430848
"1581" 752768 4430528
"1582" 752388 4430252
"1583" 752085 4429845
"1584" 753380 4429894
"1585" 753478 4430110
"1586" 753451 4429960
"1587" 753451 4429960
"1588" 752826 4430599
"1589" 752826 4430599
"1590" 753059 4429859
"1591" 752803 4430142
"1592" 752954 4430962
"1593" 753417 4430086
"1594" 753580 4430681
"1595" 751847 4429339
"1596" 752104 4430200
"1597" 752104 4430200
"1598" 753580 4430681
"1599" 753070 4430941
"1600" 752761 4430044
"1601" 753852 4430119
"1602" 753513 4430181
"1603" 752252 4429645
"1604" 752857 4430946
"1605" 751873 4429961
"1606" 752047 4429175
"1607" 752562 4432172
"1608" 753449 4429405
"1609" 752595 4430765
"1610" 752595 4430765
"1611" 753351 4430963
"1612" 753717 4430367
"1613" 754024 4431191
"1614" 753485 4430346
"1615" 751051 4430679
"1616" 752796 4429887
"1617" 752136 4430559
"1618" 752000 4430129
"1619" 752012 4430524
"1620" 752609 4429963
"1621" 752729 4430752
"1622" 752796 4429887
"1623" 752772 4432049
"1624" 753055 4430420
"1625" 752793 4432133
"1626" 753185 4430816
"1627" 753035 4431756
"1628" 753302 4430372
"1629" 751865 4429350
"1630" 751931 4430518
"1631" 752205 4430677
"1632" 753468 4430625
"1633" 753743 4430146
"1634" 752729 4430752
"1635" 752667 4429905
"1636" 753499 4430635
"1637" 752611 4430070
"1638" 752132 4430448
"1639" 753900 4430566
"1640" 753900 4430566
"1641" 751906 4429611
"1642" 751303 4430100
"1643" 751350 4430157
"1644" 752819 4431086
"1645" 751875 4430640
"1646" 752491 4430595
"1647" 753499 4430171
"1648" 753687 4430131
"1649" 751875 4430640
"1650" 752951 4430212
"1651" 752068 4430375
"1652" 752068 4430375
"1653" 753285 4430110
"1654" 753258 4430142
"1655" 752757 4431003
"1656" 752316 4431148
"1657" 752316 4431148
"1658" 752741 4430749
"1659" 752409 4430019
"1660" 752913 4429715
"1661" 753645 4430538
"1662" 753411 4431239
"1663" 753295 4431409
"1664" 752447 4429767
"1665" 753567 4430935
"1666" 753198 4430403
"1667" 752796 4429915
"1668" 753520 4430191
"1669" 752121 4430446
"1670" 752300 4430657
"1671" 752323 4429761
"1672" 752350 4431423
"1673" 751926 4430626
"1674" 753203 4429609
"1675" 752149 4429605
"1676" 752999 4430754
"1677" 752740 4430435
"1678" 753647 4431296
"1679" 753878 4430195
"1680" 752153 4430353
"1681" 752962 4431547
"1682" 752165 4430899
"1683" 753133 4430552
"1684" 752517 4430470
"1685" 752522 4430470
"1686" 752522 4430470
"1687" 753390 4430066
"1688" 753277 4429579
"1689" 753250 4429905
"1690" 752822 4431093
"1691" 752822 4431093
"1692" 753259 4431157
"1693" 751234 4431112
"1694" 751234 4431112
"1695" 752884 4430621
"1696" 753167 4431089
"1697" 753175 4429881
"1698" 750662 4430976
"1699" 751030 4431404
"1700" 753319 4429198
"1701" 753302 4430372
"1702" 752812 4430536
"1703" 753301 4429266
"1704" 751866 4430609
"1705" 752711 4430790
"1706" 753302 4430372
"1707" 751904 4430625
"1708" 753224 4430286
"1709" 750662 4430976
"1710" 752959 4430586
"1711" 752542 4430578
"1712" 752591 4430834
"1713" 753351 4430669
"1714" 753351 4430669
"1715" 753264 4430902
"1716" 751942 4429352
"1717" 752821 4429967
"1718" 753056 4430939
"1719" 752300 4430657
"1720" 752312 4429853
"1721" 753153 4429326
"1722" 751303 4430100
"1723" 753056 4430939
"1724" 753508 4430425
"1725" 753178 4431562
"1726" 752812 4429918
"1727" 752750 4430494
"1728" 752747 4430747
"1729" 752338 4430046
"1730" 753076 4430504
"1731" 752448 4432442
"1732" 752032 4429076
"1733" 753484 4429890
"1734" 752209 4430969
"1735" 753123 4431173
"1736" 752221 4430207
"1737" 753463 4430077
"1738" 750865 4430878
"1739" 753380 4429894
"1740" 753428 4430448
"1741" 752380 4429539
"1742" 752524 4430071
"1743" 752949 4431196
"1744" 753801 4430054
"1745" 752903 4430127
"1746" 752171 4429704
"1747" 752471 4431163
"1748" 753230 4430426
"1749" 752398 4429942
"1750" 750865 4430878
"1751" 752928 4430881
"1752" 752092 4430535
"1753" 752092 4430535
"1754" 752092 4430535
"1755" 752092 4430535
"1756" 752928 4430450
"1757" 752711 4431052
"1758" 751746 4430747
"1759" 752370 4431138
"1760" 751868 4430868
"1761" 752092 4430535
"1762" 752092 4430535
"1763" 753236 4431426
"1764" 752640 4429920
"1765" 753141 4430881
"1766" 752011 4430799
"1767" 752807 4430515
"1768" 751616 4430592
"1769" 753489 4430118
"1770" 751875 4430640
"1771" 753267 4430216
"1772" 751834 4430628
"1773" 751834 4430628
"1774" 752845 4430014
"1775" 753076 4430460
"1776" 752491 4431012
"1777" 752212 4429567
"1778" 752631 4430205
"1779" 752549 4432449
"1780" 752550 4430526
"1781" 752562 4429887
"1782" 752735 4429872
"1783" 752305 4429621
"1784" 753101 4431393
"1785" 753398 4431493
"1786" 752913 4429715
"1787" 752913 4429715
"1788" 752134 4430166
"1789" 750946 4430258
"1790" 752751 4431032
"1791" 751696 4430567
"1792" 753199 4430685
"1793" 751933 4430723
"1794" 752656 4429761
"1795" 752408 4430245
"1796" 752266 4429798
"1797" 752017 4430635
"1798" 753222 4431589
"1799" 753299 4430345
"1800" 752820 4430571
"1801" 752592 4430657
"1802" 752681 4429704
"1803" 751877 4431052
"1804" 752664 4432230
"1805" 751877 4431052
"1806" 752926 4430465
"1807" 751877 4431052
"1808" 752421 4431086
"1809" 752421 4431086
"1810" 751858 4430935
"1811" 751847 4431028
"1812" 753158 4430601
"1813" 753545 4430836
"1814" 752681 4430161
"1815" 751761 4430112
"1816" 752284 4429474
"1817" 752284 4429474
"1818" 753270 4430170
"1819" 752871 4429848
"1820" 752839 4429759
"1821" 752694 4431377
"1822" 752092 4430535
"1823" 753527 4431013
"1824" 749866 4431030
"1825" 752645 4429640
"1826" 752645 4429640
"1827" 753075 4429900
"1828" 752725 4431289
"1829" 752736 4431257
"1830" 753270 4430170
"1831" 751980 4430815
"1832" 751984 4430823
"1833" 753270 4430170
"1834" 751111 4430520
"1835" 750869 4431073
"1836" 753333 4429487
"1837" 752120 4429404
"1838" 752371 4429333
"1839" 753257 4429946
"1840" 752349 4429838
"1841" 752752 4430836
"1842" 752093 4431043
"1843" 752093 4431043
"1844" 752585 4430527
"1845" 752629 4429923
"1846" 751746 4430747
"1847" 752793 4431649
"1848" 752909 4431468
"1849" 753254 4430456
"1850" 752459 4430515
"1851" 751690 4430568
"1852" 752744 4431585
"1853" 752722 4431555
"1854" 752452 4430518
"1855" 751863 4429372
"1856" 750706 4430918
"1857" 750706 4430918
"1858" 752104 4430143
"1859" 753270 4431731
"1860" 752577 4430843
"1861" 752595 4430765
"1862" 750100 4430954
"1863" 752183 4429602
"1864" 752743 4430762
"1865" 753475 4430521
"1866" 753460 4430095
"1867" 751957 4430767
"1868" 753219 4430311
"1869" 752682 4431567
"1870" 752682 4431567
"1871" 752241 4430593
"1872" 751906 4429303
"1873" 752371 4431008
"1874" 753294 4430147
"1875" 753771 4430134
"1876" 752645 4431159
"1877" 752343 4430980
"1878" 751964 4430007
"1879" 751973 4430529
"1880" 752645 4431159
"1881" 752061 4429677
"1882" 752061 4429677
"1883" 752467 4429906
"1884" 753335 4431263
"1885" 752563 4429540
"1886" 753598 4431572
"1887" 752684 4432072
"1888" 753229 4431426
"1889" 753096 4430464
"1890" 752196 4430822
"1891" 752735 4430856
"1892" 752308 4429625
"1893" 751948 4430556
"1894" 751491 4430671
"1895" 752928 4431423
"1896" 753234 4430742
"1897" 752630 4430090
"1898" 752880 4430993
"1899" 753123 4431173
"1900" 752751 4431389
"1901" 753397 4429982
"1902" 752742 4429080
"1903" 753359 4429930
"1904" 752145 4431375
"1905" 754026 4431241
"1906" 753771 4430134
"1907" 753857 4430152
"1908" 752635 4430033
"1909" 753914 4431237
"1910" 753723 4430039
"1911" 752837 4429395
"1912" 752104 4429113
"1913" 752562 4429887
"1914" 752645 4430811
"1915" 753571 4430018
"1916" 753036 4430339
"1917" 752287 4429726
"1918" 750959 4431480
"1919" 752350 4429962
"1920" 752895 4429324
"1921" 753187 4429913
"1922" 752065 4429365
"1923" 752557 4430573
"1924" 753055 4430071
"1925" 751906 4430536
"1926" 753218 4430801
"1927" 754021 4430295
"1928" 753030 4430620
"1929" 752495 4429816
"1930" 752495 4429816
"1931" 753160 4431564
"1932" 751829 4430809
"1933" 752682 4431567
"1934" 751802 4430764
"1935" 752807 4429524
"1936" 752401 4429601
"1937" 752152 4430903
"1938" 752070 4430926
"1939" 753172 4431427
"1940" 752235 4430134
"1941" 752235 4430134
"1942" 752947 4430530
"1943" 752764 4430154
"1944" 752764 4430742
"1945" 752643 4430283
"1946" 753683 4430493
"1947" 752259 4429728
"1948" 752781 4430774
"1949" 752032 4429076
"1950" 752504 4431816
"1951" 752572 4430309
"1952" 753613 4430402
"1953" 753615 4431253
"1954" 752024 4430226
"1955" 752050 4429873
"1956" 752050 4429873
"1957" 752747 4430666
"1958" 753427 4430022
"1959" 753356 4430936
"1960" 752993 4431660
"1961" 753157 4431402
"1962" 753270 4430170
"1963" 752764 4430700
"1964" 752726 4430439
"1965" 752664 4432331
"1966" 754092 4430435
"1967" 753563 4430590
"1968" 752085 4429196
"1969" 752524 4430071
"1970" 752608 4430792
"1971" 752663 4429875
"1972" 753374 4430933
"1973" 752816 4430555
"1974" 752261 4431023
"1975" 752685 4429943
"1976" 753505 4429470
"1977" 752909 4431468
"1978" 752018 4430735
"1979" 752043 4429101
"1980" 754026 4431241
"1981" 753458 4430363
"1982" 752117 4429936
"1983" 753189 4430853
"1984" 752316 4429569
"1985" 752054 4430837
"1986" 752811 4430458
"1987" 752706 4430552
"1988" 753356 4430936
"1989" 751875 4430640
"1990" 752684 4432072
"1991" 753011 4430213
"1992" 752696 4429943
"1993" 753425 4429245
"1994" 751920 4430642
"1995" 752685 4429943
"1996" 752518 4430420
"1997" 753373 4430599
"1998" 751847 4429339
"1999" 752300 4430657
"2000" 752035 4430206
"2001" 752035 4430206
"2002" 752751 4431032
"2003" 753475 4430521
"2004" 752616 4430598
"2005" 753160 4431564
"2006" 751847 4431028
"2007" 753084 4430461
"2008" 751889 4430944
"2009" 752325 4431103
"2010" 752365 4431149
"2011" 752023 4430923
"2012" 753206 4430688
"2013" 752097 4430433
"2014" 753076 4430460
"2015" 752697 4431850
"2016" 752220 4429368
"2017" 753053 4431060
"2018" 751270 4430618
"2019" 753443 4430872
"2020" 752765 4430606
"2021" 752051 4430787
"2022" 752562 4431230
"2023" 752783 4430890
"2024" 753786 4430813
"2025" 752358 4430027
"2026" 752358 4429546
"2027" 751929 4429412
"2028" 752366 4429683
"2029" 753086 4431592
"2030" 751981 4429590
"2031" 753029 4430613
"2032" 753133 4431872
"2033" 751569 4430437
"2034" 752082 4430276
"2035" 753524 4429984
"2036" 753244 4431729
"2037" 752264 4429263
"2038" 752589 4432364
"2039" 753518 4430907
"2040" 753268 4430493
"2041" 753268 4430493
"2042" 752861 4430385
"2043" 752772 4430938
"2044" 752311 4431263
"2045" 752031 4429765
"2046" 752033 4430968
"2047" 752781 4430774
"2048" 753136 4430083
"2049" 752811 4429769
"2050" 752210 4429965
"2051" 753404 4430928
"2052" 752210 4429965
"2053" 752844 4432057
"2054" 753379 4431365
"2055" 752146 4429938
"2056" 753447 4431175
"2057" 753451 4430581
"2058" 752712 4429617
"2059" 752817 4430559
"2060" 753253 4431085
"2061" 752988 4430517
"2062" 753465 4431309
"2063" 752819 4431124
"2064" 752811 4430458
"2065" 752903 4429975
"2066" 753434 4431158
"2067" 751743 4430573
"2068" 753308 4430863
"2069" 751696 4430567
"2070" 752811 4430458
"2071" 751288 4430643
"2072" 752679 4429748
"2073" 751995 4430477
"2074" 753017 4429950
"2075" 753390 4430066
"2076" 752165 4429640
"2077" 752461 4430434
"2078" 752966 4431464
"2079" 753890 4430283
"2080" 753241 4429908
"2081" 752945 4430429
"2082" 752092 4430535
"2083" 752094 4429480
"2084" 752841 4430273
"2085" 753123 4431173
"2086" 752119 4430665
"2087" 752595 4430765
"2088" 753257 4431413
"2089" 752834 4430252
"2090" 752605 4430471
"2091" 752945 4430429
"2092" 753318 4430405
"2093" 752363 4429934
"2094" 752803 4431055
"2095" 751972 4429413
"2096" 752142 4429426
"2097" 752014 4430178
"2098" 752735 4429872
"2099" 752735 4429872
"2100" 752266 4429798
"2101" 752735 4429872
"2102" 753277 4431047
"2103" 753368 4430018
"2104" 752900 4430334
"2105" 751858 4430935
"2106" 749624 4430929
"2107" 753760 4430198
"2108" 752266 4429798
"2109" 753747 4430184
"2110" 753368 4430018
"2111" 752550 4430860
"2112" 753044 4430892
"2113" 752873 4430046
"2114" 752775 4430724
"2115" 752762 4430715
"2116" 753354 4430678
"2117" 753620 4430400
"2118" 752509 4430222
"2119" 750976 4430695
"2120" 752108 4429338
"2121" 752296 4431111
"2122" 752447 4429767
"2123" 753488 4430163
"2124" 753810 4430170
"2125" 753197 4431300
"2126" 751746 4430747
"2127" 753853 4430172
"2128" 753433 4430383
"2129" 753220 4430360
"2130" 753120 4431125
"2131" 753220 4430360
"2132" 753199 4430685
"2133" 753231 4431124
"2134" 753044 4431021
"2135" 753141 4431575
"2136" 753141 4431575
"2137" 752427 4430184
"2138" 752435 4430181
"2139" 752970 4430235
"2140" 752515 4430206
"2141" 752998 4430227
"2142" 753343 4431086
"2143" 753483 4430560
"2144" 753120 4431125
"2145" 752128 4431203
"2146" 753198 4431144
"2147" 751891 4430005
"2148" 753182 4429898
"2149" 752343 4430980
"2150" 752398 4429942
"2151" 753070 4430941
"2152" 752696 4429943
"2153" 753609 4430194
"2154" 753120 4431125
"2155" 752132 4429972
"2156" 753838 4430546
"2157" 752696 4429943
"2158" 752696 4429943
"2159" 752691 4429955
"2160" 752264 4430680
"2161" 752277 4430204
"2162" 752773 4431150
"2163" 752696 4429943
"2164" 753607 4430186
"2165" 752106 4429424
"2166" 753903 4429970
"2167" 752137 4431343
"2168" 753237 4429492
"2169" 753740 4430637
"2170" 751891 4430005
"2171" 751973 4430808
"2172" 750863 4430708
"2173" 753475 4430521
"2174" 753475 4430521
"2175" 753475 4430521
"2176" 752717 4430806
"2177" 750286 4429911
"2178" 753302 4430372
"2179" 752516 4429718
"2180" 752125 4429672
"2181" 753074 4431301
"2182" 753074 4431301
"2183" 752747 4431206
"2184" 753080 4430661
"2185" 751930 4429248
"2186" 752747 4431206
"2187" 753485 4430346
"2188" 753181 4430086
"2189" 752165 4429640
"2190" 754017 4430200
"2191" 751989 4430144
"2192" 753056 4430939
"2193" 753366 4429875
"2194" 753359 4429930
"2195" 753359 4429930
"2196" 752643 4431134
"2197" 753004 4429977
"2198" 752420 4429933
"2199" 752444 4430367
"2200" 751803 4430848
"2201" 753742 4431240
"2202" 753729 4431595
"2203" 752562 4429887
"2204" 753011 4430503
"2205" 752580 4429832
"2206" 752040 4429729
"2207" 753208 4429807
"2208" 752066 4429844
"2209" 752458 4430226
"2210" 752684 4432072
"2211" 753976 4431475
"2212" 752643 4430283
"2213" 752236 4429557
"2214" 753760 4430198
"2215" 752415 4432099
"2216" 753004 4431122
"2217" 752774 4431605
"2218" 752209 4430969
"2219" 753480 4430062
"2220" 752790 4431248
"2221" 754014 4430172
"2222" 753327 4431007
"2223" 753126 4430768
"2224" 752371 4431008
"2225" 751942 4429425
"2226" 752839 4430900
"2227" 753867 4430161
"2228" 753581 4430887
"2229" 752071 4430777
"2230" 752071 4430777
"2231" 752136 4429616
"2232" 752174 4429492
"2233" 750422 4430854
"2234" 753106 4430286
"2235" 753683 4430493
"2236" 751149 4430508
"2237" 752634 4429944
"2238" 752636 4430806
"2239" 752692 4430856
"2240" 752731 4430921
"2241" 753320 4430448
"2242" 753414 4429980
"2243" 753219 4429859
"2244" 752522 4430470
"2245" 753425 4429245
"2246" 753734 4431592
"2247" 753264 4430902
"2248" 753264 4430902
"2249" 753022 4430926
"2250" 752768 4430410
"2251" 751929 4429412
"2252" 753029 4430613
"2253" 750712 4430933
"2254" 753103 4430625
"2255" 752869 4432020
"2256" 752888 4430442
"2257" 752888 4430442
"2258" 753282 4431512
"2259" 753353 4431223
"2260" 753358 4430997
"2261" 753161 4430020
"2262" 752155 4429743
"2263" 752841 4430295
"2264" 752841 4430295
"2265" 752630 4429808
"2266" 752155 4429743
"2267" 752266 4429798
"2268" 752141 4429745
"2269" 752155 4429743
"2270" 752155 4429743
"2271" 753119 4430064
"2272" 752155 4429743
"2273" 752155 4429743
"2274" 753299 4429887
"2275" 753368 4430018
"2276" 752155 4429743
"2277" 752155 4429743
"2278" 752904 4430309
"2279" 751886 4430635
"2280" 753699 4430371
"2281" 752773 4432163
"2282" 753042 4430673
"2283" 752375 4429337
"2284" 753496 4430937
"2285" 753356 4430385
"2286" 752142 4429599
"2287" 752752 4430073
"2288" 751178 4431293
"2289" 752300 4430657
"2290" 752300 4430657
"2291" 752300 4430657
"2292" 753254 4430789
"2293" 752199 4430726
"2294" 752101 4430876
"2295" 751746 4430747
"2296" 752199 4430524
"2297" 752182 4430526
"2298" 752834 4430631
"2299" 752354 4432225
"2300" 752402 4431047
"2301" 752413 4430501
"2302" 753080 4430974
"2303" 752669 4430272
"2304" 752562 4429887
"2305" 752568 4430252
"2306" 752853 4429527
"2307" 752259 4431294
"2308" 752259 4431294
"2309" 753218 4430801
"2310" 752586 4429851
"2311" 752657 4429649
"2312" 752716 4429791
"2313" 752716 4429791
"2314" 752273 4429642
"2315" 753278 4431352
"2316" 751858 4430935
"2317" 753264 4430902
"2318" 752609 4430527
"2319" 752693 4430829
"2320" 752607 4430016
"2321" 752803 4430142
"2322" 752750 4430540
"2323" 752398 4431050
"2324" 752273 4429642
"2325" 753080 4430974
"2326" 752453 4431135
"2327" 752273 4429642
"2328" 753418 4430270
"2329" 752841 4430295
"2330" 752661 4430672
"2331" 752778 4431025
"2332" 752370 4431138
"2333" 752370 4431138
"2334" 752264 4431056
"2335" 751983 4430801
"2336" 751983 4430801
"2337" 753615 4431253
"2338" 752663 4430920
"2339" 752978 4430344
"2340" 753086 4431592
"2341" 752641 4430784
"2342" 753407 4429837
"2343" 753259 4429822
"2344" 753092 4430957
"2345" 753758 4430512
"2346" 751696 4430567
"2347" 752432 4430934
"2348" 753417 4430086
"2349" 752844 4430397
"2350" 753661 4430534
"2351" 752574 4431178
"2352" 752709 4429885
"2353" 752657 4429649
"2354" 752602 4431311
"2355" 753036 4430339
"2356" 753740 4430637
"2357" 753102 4430289
"2358" 753580 4430158
"2359" 752765 4430606
"2360" 753482 4431051
"2361" 753464 4430298
"2362" 753525 4430042
"2363" 753315 4430185
"2364" 752199 4430726
"2365" 753544 4430962
"2366" 753743 4431104
"2367" 751881 4429711
"2368" 751881 4429711
"2369" 752410 4432076
"2370" 753773 4430238
"2371" 753417 4430086
"2372" 751746 4430747
"2373" 751456 4430541
"2374" 752859 4430514
"2375" 753294 4430302
"2376" 753684 4430017
"2377" 753270 4430170
"2378" 753457 4430944
"2379" 752196 4430822
"2380" 751604 4430240
"2381" 753448 4430462
"2382" 753448 4430462
"2383" 752828 4429858
"2384" 750772 4430742
"2385" 750772 4430742
"2386" 753626 4430656
"2387" 753261 4431247
"2388" 752962 4431547
"2389" 752577 4429903
"2390" 752577 4429903
"2391" 752952 4429954
"2392" 752848 4430689
"2393" 753299 4429887
"2394" 751959 4429090
"2395" 750809 4430733
"2396" 752793 4432133
"2397" 753409 4431361
"2398" 752815 4431206
"2399" 752505 4430422
"2400" 752558 4429863
"2401" 752203 4429948
"2402" 753119 4430526
"2403" 753427 4431038
"2404" 753017 4431488
"2405" 753563 4430899
"2406" 752358 4429675
"2407" 752358 4429675
"2408" 752629 4429923
"2409" 752619 4432204
"2410" 752490 4430229
"2411" 753492 4429907
