"xcoord" "ycoord"
"10463" 752130 4431071
"10464" 752372 4430418
"10465" 752228 4430944
"10466" 752332 4429568
"10467" 752267 4429783
"10468" 752306 4430211
"10469" 752247 4429559
"10470" 752947 4430141
"10471" 752877 4430938
"10472" 752882 4430758
"10473" 752874 4430369
"10474" 752868 4430949
"10475" 752920 4430093
"10476" 752909 4430818
"10477" 752909 4430073
"10478" 752906 4431588
"10479" 752902 4430308
"10480" 753072 4431385
"10481" 753080 4430525
"10482" 753008 4430088
"10483" 752978 4431592
"10484" 752978 4431592
"10485" 752991 4430855
"10486" 752996 4430426
"10487" 753031 4430388
"10488" 752700 4431451
"10489" 752700 4431451
"10490" 752684 4430666
"10491" 752685 4429815
"10492" 752716 4430507
"10493" 752706 4429676
"10494" 752712 4429840
"10495" 752617 4429530
"10496" 752618 4431245
"10497" 752607 4431909
"10498" 752612 4429519
"10499" 752613 4430234
"10500" 752682 4429875
"10501" 752674 4431994
"10502" 752655 4432144
"10503" 752645 4431849
"10504" 752798 4430509
"10505" 752846 4431373
"10506" 752850 4430895
"10507" 752757 4430341
"10508" 752749 4430923
"10509" 752788 4430693
"10510" 752765 4429219
"10511" 752779 4430375
"10512" 753385 4429910
"10513" 753379 4430846
"10514" 753335 4431911
"10515" 753446 4430405
"10516" 753445 4430002
"10517" 753453 4431114
"10518" 753462 4430239
"10519" 753458 4430229
"10520" 753456 4431215
"10521" 753456 4429758
"10522" 753459 4430451
"10523" 753434 4430366
"10524" 753447 4430487
"10525" 753438 4430835
"10526" 753483 4430311
"10527" 753478 4430085
"10528" 753471 4430269
"10529" 753471 4430269
"10530" 753471 4430269
"10531" 753476 4430287
"10532" 753406 4431130
"10533" 753408 4429920
"10534" 753411 4429999
"10535" 753150 4430183
"10536" 753217 4430042
"10537" 753097 4430111
"10538" 753103 4430450
"10539" 753290 4430617
"10540" 753299 4430050
"10541" 753290 4429196
"10542" 753233 4430844
"10543" 753242 4430400
"10544" 753250 4430027
"10545" 752683 4430152
"10546" 753757 4430649
"10547" 753758 4430180
"10548" 753940 4430374
"10549" 753942 4430239
"10550" 753553 4429598
"10551" 753551 4431255
"10552" 753501 4430587
"10553" 753645 4431219
"10554" 753671 4429904
"10555" 753609 4431182
"10556" 753609 4431182
"10557" 751669 4429633
"10558" 751835 4429182
"10559" 750698 4430846
"10560" 752433 4429737
"10561" 752546 4430258
"10562" 752372 4430418
"10563" 752403 4430043
"10564" 752906 4431588
"10565" 753048 4430326
"10566" 753083 4429910
"10567" 753006 4430467
"10568" 752998 4431503
"10569" 753003 4430456
"10570" 753026 4430544
"10571" 752833 4429925
"10572" 753389 4431357
"10573" 753321 4430218
"10574" 753331 4430514
"10575" 753324 4430920
"10576" 753436 4431199
"10577" 753490 4430478
"10578" 753490 4430478
"10579" 753468 4430181
"10580" 753469 4430829
"10581" 753119 4431813
"10582" 753080 4431349
"10583" 753283 4431262
"10584" 753224 4429759
"10585" 753714 4429862
"10586" 752511 4429800
"10587" 752610 4430324
"10588" 752777 4430693
"10589" 753422 4430068
"10590" 753344 4431178
"10591" 752867 4430160
"10592" 753791 4429952
"10593" 753711 4430476
"10594" 753688 4429964
"10595" 753990 4430436
"10596" 753904 4430261
"10597" 753555 4430948
"10598" 753584 4430003
"10599" 753503 4431317
"10600" 753668 4429971
"10601" 753609 4431182
"10602" 753608 4430501
"10603" 753622 4430066
"10604" 752055 4430925
"10605" 752071 4430859
"10606" 751933 4429171
"10607" 752004 4430775
"10608" 750930 4431245
"10609" 751166 4430510
"10610" 752443 4429966
"10611" 752439 4430411
"10612" 752577 4430854
"10613" 752531 4430411
"10614" 752468 4429704
"10615" 752500 4429265
"10616" 752165 4431008
"10617" 752173 4430656
"10618" 752414 4429978
"10619" 752940 4430128
"10620" 752954 4430032
"10621" 752890 4430040
"10622" 752946 4431790
"10623" 752867 4431325
"10624" 752900 4430295
"10625" 752912 4431405
"10626" 753040 4430553
"10627" 753041 4430157
"10628" 753094 4430955
"10629" 753065 4430314
"10630" 753061 4431434
"10631" 752998 4431503
"10632" 752855 4431318
"10633" 752700 4431451
"10634" 752726 4430288
"10635" 752729 4429844
"10636" 752725 4430326
"10637" 752726 4430293
"10638" 752695 4431817
"10639" 752626 4430708
"10640" 752648 4431008
"10641" 752818 4431433
"10642" 752805 4431026
"10643" 752814 4431042
"10644" 752808 4431565
"10645" 752856 4431127
"10646" 752825 4431063
"10647" 752777 4430693
"10648" 752770 4431223
"10649" 752780 4430979
"10650" 753391 4430457
"10651" 753452 4430015
"10652" 753486 4430112
"10653" 753463 4430970
"10654" 753416 4430839
"10655" 753428 4431285
"10656" 753207 4430047
"10657" 753119 4431813
"10658" 753129 4430000
"10659" 753272 4430847
"10660" 753233 4429829
"10661" 751784 4430704
"10662" 753778 4430734
"10663" 753855 4430394
"10664" 753846 4430261
"10665" 753890 4431451
"10666" 753680 4430790
"10667" 753618 4430224
"10668" 753602 4431524
"10669" 751846 4429371
"10670" 751692 4430911
"10671" 751979 4431010
"10672" 750775 4430968
"10673" 749678 4430918
"10674" 751592 4430654
"10675" 752582 4431154
"10676" 752566 4429412
"10677" 752577 4430854
"10678" 752498 4430227
"10679" 752092 4429709
"10680" 752420 4429805
"10681" 752388 4430706
"10682" 752874 4430369
"10683" 752855 4430699
"10684" 752906 4431588
"10685" 753091 4430217
"10686" 753066 4431412
"10687" 752693 4429898
"10688" 752607 4429853
"10689" 752642 4430735
"10690" 752781 4430441
"10691" 753440 4430169
"10692" 753127 4430424
"10693" 753273 4430329
"10694" 753276 4429832
"10695" 753285 4430269
"10696" 753285 4430269
"10697" 751450 4430466
"10698" 751898 4430882
"10699" 751682 4430490
"10700" 753734 4430558
"10701" 753503 4430823
"10702" 753626 4430560
"10703" 753489 4431335
"10704" 751814 4430754
"10705" 750706 4429834
"10706" 751450 4430466
"10707" 752588 4429681
"10708" 752541 4430646
"10709" 752177 4431000
"10710" 752247 4430980
"10711" 752294 4429140
"10712" 753057 4430191
"10713" 752630 4429644
"10714" 752669 4430364
"10715" 753339 4430565
"10716" 753477 4429358
"10717" 753394 4430234
"10718" 752920 4430093
"10719" 752748 4431455
"10720" 752255 4429753
"10721" 752530 4432252
"10722" 752178 4429842
"10723" 752598 4430382
"10724" 753023 4431107
"10725" 753316 4430417
"10726" 753769 4430695
"10727" 753754 4430355
"10728" 753758 4430282
"10729" 753726 4429977
"10730" 753530 4430469
"10731" 753509 4430397
"10732" 753658 4429862
"10733" 753616 4430315
"10734" 753618 4430224
"10735" 751858 4429174
"10736" 751908 4430466
"10737" 751913 4430640
"10738" 751896 4429528
"10739" 751895 4429850
"10740" 751835 4429182
"10741" 752056 4429776
"10742" 752036 4430706
"10743" 752023 4430649
"10744" 752074 4430062
"10745" 752074 4430062
"10746" 752074 4430062
"10747" 752074 4430062
"10748" 751937 4429385
"10749" 752003 4430651
"10750" 752019 4430204
"10751" 750689 4431090
"10752" 750789 4431186
"10753" 750775 4430968
"10754" 750889 4430893
"10755" 750889 4430893
"10756" 750889 4430893
"10757" 750866 4431374
"10758" 750866 4431374
"10759" 750873 4431365
"10760" 750844 4430845
"10761" 750844 4430845
"10762" 750899 4431283
"10763" 751510 4430520
"10764" 751026 4431301
"10765" 751274 4431066
"10766" 751194 4431049
"10767" 752444 4431082
"10768" 752463 4429593
"10769" 752463 4429593
"10770" 752463 4429593
"10771" 752463 4429593
"10772" 752444 4429679
"10773" 752588 4429681
"10774" 752583 4430871
"10775" 752583 4430143
"10776" 752567 4429637
"10777" 752598 4431335
"10778" 752478 4430559
"10779" 752544 4432261
"10780" 752544 4432261
"10781" 752557 4430185
"10782" 752530 4432252
"10783" 752541 4429589
"10784" 752163 4429988
"10785" 752140 4431087
"10786" 752150 4429955
"10787" 752192 4430875
"10788" 752197 4431250
"10789" 752114 4431220
"10790" 752127 4431132
"10791" 752189 4429676
"10792" 752375 4431804
"10793" 752331 4429568
"10794" 752408 4429527
"10795" 752399 4429940
"10796" 752399 4429940
"10797" 752401 4430147
"10798" 752226 4429299
"10799" 752252 4430205
"10800" 752203 4430983
"10801" 752295 4430491
"10802" 752975 4429268
"10803" 752879 4431008
"10804" 752887 4431434
"10805" 752878 4429646
"10806" 752921 4429827
"10807" 752927 4429885
"10808" 752908 4430664
"10809" 753078 4430776
"10810" 753094 4430681
"10811" 753005 4431676
"10812" 752705 4429674
"10813" 752681 4431774
"10814" 752712 4431381
"10815" 752714 4430950
"10816" 752722 4431137
"10817" 752670 4430783
"10818" 752647 4429854
"10819" 752804 4431130
"10820" 752837 4431401
"10821" 752837 4431401
"10822" 752752 4430752
"10823" 752748 4430752
"10824" 752745 4430753
"10825" 752739 4430139
"10826" 753346 4430640
"10827" 753356 4430508
"10828" 753364 4431179
"10829" 753308 4430045
"10830" 753328 4431547
"10831" 753448 4430989
"10832" 753457 4430359
"10833" 753442 4429528
"10834" 753448 4430863
"10835" 753448 4430863
"10836" 753478 4430353
"10837" 753490 4430915
"10838" 753464 4430899
"10839" 753406 4431129
"10840" 753406 4431076
"10841" 753409 4430679
"10842" 753425 4429993
"10843" 753425 4429993
"10844" 753176 4430449
"10845" 753193 4431243
"10846" 753100 4431257
"10847" 753149 4430072
"10848" 753116 4430898
"10849" 753214 4431264
"10850" 753260 4430984
"10851" 753260 4430984
"10852" 753266 4430453
"10853" 753258 4431319
"10854" 753281 4429736
"10855" 753229 4431342
"10856" 753205 4431317
"10857" 753214 4431264
"10858" 753258 4431427
"10859" 753258 4431373
"10860" 753250 4431051
"10861" 753239 4430710
"10862" 753239 4430393
"10863" 752507 4429874
"10864" 753618 4430224
"10865" 753599 4429914
"10866" 753458 4430445
"10867" 753421 4430827
"10868" 753354 4429848
"10869" 753148 4430453
"10870" 753055 4429248
"10871" 753369 4430151
"10872" 753758 4430282
"10873" 753811 4430404
"10874" 753780 4430009
"10875" 753679 4429927
"10876" 753722 4430355
"10877" 753987 4430229
"10878" 753937 4430745
"10879" 753914 4430380
"10880" 753872 4430464
"10881" 753540 4430280
"10882" 753530 4430469
"10883" 753536 4430269
"10884" 753571 4430326
"10885" 753577 4429668
"10886" 753566 4429609
"10887" 753572 4430825
"10888" 753508 4430394
"10889" 753506 4429872
"10890" 753501 4430371
"10891" 753503 4430593
"10892" 753515 4430200
"10893" 753510 4430187
"10894" 753509 4430397
"10895" 753645 4431219
"10896" 753633 4430311
"10897" 753629 4429900
"10898" 753676 4429921
"10899" 753676 4429921
"10900" 753672 4430346
"10901" 753666 4430328
"10902" 753598 4430319
"10903" 753622 4430547
"10904" 753616 4429906
"10905" 753613 4430583
"10906" 753613 4430583
"10907" 753618 4430315
"10908" 751891 4429750
"10909" 751897 4429532
"10910" 751895 4429850
"10911" 752027 4429837
"10912" 752046 4429881
"10913" 752004 4429307
"10914" 752008 4430095
"10915" 750858 4430915
"10916" 750930 4431245
"10917" 752463 4429593
"10918" 752588 4429681
"10919" 752575 4430693
"10920" 752578 4430894
"10921" 752558 4430670
"10922" 752530 4430358
"10923" 752530 4430358
"10924" 752533 4430335
"10925" 752538 4430433
"10926" 752136 4429668
"10927" 752136 4429668
"10928" 752097 4430625
"10929" 752143 4429683
"10930" 752354 4429941
"10931" 752365 4429859
"10932" 752368 4429934
"10933" 752377 4430977
"10934" 752302 4429786
"10935" 752942 4430500
"10936" 752941 4430209
"10937" 752946 4430664
"10938" 752975 4429268
"10939" 752975 4429268
"10940" 752864 4430305
"10941" 752861 4430393
"10942" 752855 4429971
"10943" 752932 4430180
"10944" 752931 4430451
"10945" 753053 4430356
"10946" 753057 4430363
"10947" 753063 4430431
"10948" 753063 4430431
"10949" 753066 4430381
"10950" 753050 4430351
"10951" 753080 4429759
"10952" 753066 4430543
"10953" 753087 4430745
"10954" 753088 4430580
"10955" 753087 4431316
"10956" 753063 4430431
"10957" 753006 4430467
"10958" 753006 4430467
"10959" 752996 4430426
"10960" 752990 4430523
"10961" 752996 4430426
"10962" 752995 4430423
"10963" 752989 4430399
"10964" 752995 4430422
"10965" 753033 4430432
"10966" 753022 4430443
"10967" 752691 4431804
"10968" 752612 4429519
"10969" 752607 4431909
"10970" 752663 4429935
"10971" 752640 4430581
"10972" 752640 4430581
"10973" 752640 4431643
"10974" 752817 4431546
"10975" 752727 4431129
"10976" 752828 4430350
"10977" 752818 4430739
"10978" 752797 4430137
"10979" 752800 4430742
"10980" 752831 4430349
"10981" 752826 4431277
"10982" 752752 4430533
"10983" 752764 4430335
"10984" 752737 4431694
"10985" 752725 4431345
"10986" 752734 4431934
"10987" 752727 4429266
"10988" 752776 4431164
"10989" 752784 4430745
"10990" 752788 4430122
"10991" 753353 4430509
"10992" 753349 4430693
"10993" 753355 4430024
"10994" 753344 4430801
"10995" 753341 4430853
"10996" 753354 4430674
"10997" 753344 4429852
"10998" 753344 4429852
"10999" 753384 4430202
"11000" 753384 4430202
"11001" 753384 4430202
"11002" 753383 4430012
"11003" 753383 4430012
"11004" 753394 4431396
"11005" 753392 4430384
"11006" 753391 4430293
"11007" 753387 4430768
"11008" 753394 4430234
"11009" 753368 4430735
"11010" 753368 4429978
"11011" 753320 4430415
"11012" 753306 4430384
"11013" 753315 4430014
"11014" 753307 4431406
"11015" 753306 4430384
"11016" 753306 4430384
"11017" 753306 4430384
"11018" 753306 4430384
"11019" 753306 4430264
"11020" 753311 4430544
"11021" 753315 4429186
"11022" 753311 4431406
"11023" 753331 4430514
"11024" 753319 4430829
"11025" 753342 4431833
"11026" 753344 4431178
"11027" 753336 4429906
"11028" 753324 4430920
"11029" 753335 4431911
"11030" 753447 4430410
"11031" 753459 4430451
"11032" 753439 4430383
"11033" 753440 4430169
"11034" 753440 4430169
"11035" 753442 4430392
"11036" 753439 4429765
"11037" 753436 4430737
"11038" 753483 4430311
"11039" 753483 4430311
"11040" 753484 4431238
"11041" 753468 4430829
"11042" 753474 4431922
"11043" 753411 4429926
"11044" 753402 4430003
"11045" 753430 4430190
"11046" 753305 4430264
"11047" 753203 4429512
"11048" 753119 4431813
"11049" 753139 4430420
"11050" 753144 4430686
"11051" 753142 4430525
"11052" 753117 4430571
"11053" 753117 4430571
"11054" 753136 4430457
"11055" 753265 4430451
"11056" 753272 4430847
"11057" 753272 4430847
"11058" 753275 4429402
"11059" 753278 4430327
"11060" 753288 4430626
"11061" 753303 4430700
"11062" 753286 4430604
"11063" 753283 4430383
"11064" 753283 4430383
"11065" 753289 4430295
"11066" 753240 4431660
"11067" 753225 4430343
"11068" 753215 4430811
"11069" 753232 4430372
"11070" 753229 4430359
"11071" 753229 4430359
"11072" 753246 4429903
"11073" 753246 4429903
"11074" 753239 4430393
"11075" 753239 4430393
"11076" 753239 4430393
"11077" 753239 4430393
"11078" 753239 4430393
"11079" 753239 4430393
"11080" 751931 4430898
"11081" 753509 4430397
"11082" 750091 4430890
"11083" 752557 4429626
"11084" 752388 4430706
"11085" 753044 4431011
"11086" 752637 4431881
"11087" 752820 4429772
"11088" 753489 4430330
"11089" 753178 4429933
"11090" 753232 4429909
"11091" 751220 4430506
"11092" 753239 4430393
"11093" 753506 4430603
"11094" 752444 4429679
"11095" 752601 4429493
"11096" 752503 4430594
"11097" 752342 4429578
"11098" 752942 4430352
"11099" 752896 4430633
"11100" 752927 4430709
"11101" 753053 4430356
"11102" 752710 4430575
"11103" 752808 4430930
"11104" 753363 4430134
"11105" 753326 4430038
"11106" 753482 4430904
"11107" 753482 4430904
"11108" 753262 4430233
"11109" 753302 4430320
"11110" 753680 4430790
"11111" 753623 4431302
"11112" 753612 4430069
"11113" 751859 4429611
"11114" 751844 4430693
"11115" 751844 4430693
"11116" 751750 4430948
"11117" 751762 4430337
"11118" 751826 4430467
"11119" 752051 4429289
"11120" 752059 4429775
"11121" 752027 4429025
"11122" 751939 4430478
"11123" 751975 4431160
"11124" 750718 4430846
"11125" 750772 4431105
"11126" 751153 4430429
"11127" 751051 4430535
"11128" 752511 4429800
"11129" 752501 4430188
"11130" 752540 4429717
"11131" 752127 4431291
"11132" 752361 4429597
"11133" 752335 4431035
"11134" 752220 4429457
"11135" 752294 4430088
"11136" 752266 4431290
"11137" 752266 4431290
"11138" 752284 4431319
"11139" 752941 4431553
"11140" 752982 4430146
"11141" 753438 4429336
"11142" 753468 4430963
"11143" 753418 4429943
"11144" 753156 4430030
"11145" 753182 4429870
"11146" 754143 4430724
"11147" 752077 4429114
"11148" 751940 4430562
"11149" 752003 4430565
"11150" 752568 4430683
"11151" 752967 4430614
"11152" 752626 4430708
"11153" 753431 4429970
"11154" 753431 4429970
"11155" 753406 4430841
"11156" 753187 4431274
"11157" 753551 4430531
"11158" 752682 4430662
"11159" 753116 4430898
"11160" 753540 4430280
"11161" 753404 4429730
"11162" 753540 4430280
"11163" 753108 4431010
"11164" 752673 4429623
"11165" 752647 4429648
"11166" 753404 4429730
"11167" 753356 4430560
"11168" 753518 4430642
"11169" 752070 4429308
"11170" 753219 4431002
"11171" 752767 4431580
"11172" 753628 4430446
"11173" 752648 4430435
"11174" 753622 4429748
"11175" 752093 4430054
"11176" 753404 4429730
"11177" 752198 4430073
"11178" 752103 4430050
"11179" 753610 4430144
"11180" 753468 4430181
"11181" 753722 4430425
"11182" 752609 4431379
"11183" 752840 4430241
"11184" 752684 4430666
"11185" 753554 4429934
"11186" 752624 4431381
"11187" 752609 4431379
"11188" 752700 4430058
"11189" 753757 4430649
"11190" 751008 4431075
"11191" 753041 4430860
"11192" 753916 4430299
"11193" 752616 4430377
"11194" 752104 4430416
"11195" 752124 4429896
"11196" 753308 4430318
"11197" 752124 4429896
"11198" 752090 4430816
"11199" 752334 4429973
"11200" 753477 4429358
"11201" 752579 4430058
"11202" 752398 4430415
"11203" 753211 4430221
"11204" 752527 4432224
"11205" 753568 4429871
"11206" 752047 4429603
"11207" 751978 4430371
"11208" 753481 4431017
"11209" 752173 4430656
"11210" 753126 4430494
"11211" 752477 4430126
"11212" 752045 4430276
"11213" 752474 4430986
"11214" 751993 4430564
"11215" 753460 4430035
"11216" 752678 4430585
"11217" 751746 4430552
"11218" 753258 4431427
"11219" 752015 4430875
"11220" 752467 4429818
"11221" 752892 4430256
"11222" 753987 4430229
"11223" 753010 4430485
"11224" 751389 4430603
"11225" 753331 4431403
"11226" 753283 4430383
"11227" 752579 4430058
"11228" 753142 4430525
"11229" 753330 4431030
"11230" 751118 4430390
"11231" 753207 4430188
"11232" 752173 4429230
"11233" 752710 4430575
"11234" 752519 4430128
"11235" 753023 4430599
"11236" 753195 4431380
"11237" 752388 4430706
"11238" 753224 4431203
"11239" 752883 4430213
"11240" 752579 4430058
"11241" 752480 4430526
"11242" 753728 4431170
"11243" 752579 4430058
"11244" 752403 4430043
"11245" 752897 4430900
"11246" 753283 4430383
"11247" 753680 4430790
"11248" 753306 4430384
"11249" 753454 4429880
"11250" 752842 4430247
"11251" 752438 4430873
"11252" 753772 4430175
"11253" 752883 4430461
"11254" 753344 4430801
"11255" 753558 4431247
"11256" 752197 4429715
"11257" 752963 4430355
"11258" 752192 4429252
"11259" 753306 4430700
"11260" 752375 4429487
"11261" 752189 4429882
"11262" 753404 4429730
"11263" 752588 4429681
"11264" 751897 4429532
"11265" 754121 4430472
"11266" 753246 4429903
"11267" 752285 4431048
"11268" 752145 4430119
"11269" 752260 4429392
"11270" 752190 4431107
"11271" 751954 4431140
"11272" 752801 4430949
"11273" 753680 4430790
"11274" 753577 4429668
"11275" 753094 4431699
"11276" 752500 4429265
"11277" 752838 4431547
"11278" 753379 4430296
"11279" 752594 4430715
"11280" 753271 4429994
"11281" 752812 4429162
"11282" 752873 4430845
"11283" 752544 4429786
"11284" 753195 4431380
"11285" 752504 4430347
"11286" 752667 4430194
"11287" 752705 4429674
"11288" 753714 4429862
"11289" 753395 4430682
"11290" 753247 4431067
"11291" 753540 4430280
"11292" 752425 4430003
"11293" 754075 4430344
"11294" 753453 4431114
"11295" 752673 4429623
"11296" 752027 4429025
"11297" 752003 4430565
"11298" 751154 4430627
"11299" 753145 4430688
"11300" 752309 4429545
"11301" 753117 4430850
"11302" 753504 4430381
"11303" 753410 4430287
"11304" 753206 4431315
"11305" 753431 4429970
"11306" 751938 4429176
"11307" 752676 4430067
"11308" 752780 4430979
"11309" 753550 4430753
"11310" 753106 4430850
"11311" 752963 4430355
"11312" 752670 4430783
"11313" 753490 4430478
"11314" 752187 4431372
"11315" 752236 4429944
"11316" 752764 4430667
"11317" 752583 4429671
"11318" 752079 4429787
"11319" 752631 4431613
"11320" 751856 4430427
"11321" 753322 4431065
"11322" 752558 4429801
"11323" 752683 4430807
"11324" 753397 4431140
"11325" 752988 4430667
"11326" 753113 4431499
"11327" 753331 4431403
"11328" 754101 4430203
"11329" 751740 4429999
"11330" 753156 4430030
"11331" 752777 4430693
"11332" 753239 4430393
"11333" 752998 4431503
"11334" 753445 4430186
"11335" 753489 4430263
"11336" 753260 4430824
"11337" 752727 4429971
"11338" 751348 4431048
"11339" 752976 4430350
"11340" 752168 4429406
"11341" 753503 4431317
"11342" 752388 4430706
"11343" 751776 4430054
"11344" 752286 4429682
"11345" 752378 4429646
"11346" 752727 4429959
"11347" 753530 4430250
"11348" 753509 4430613
"11349" 751960 4430563
"11350" 752104 4430569
"11351" 753362 4429819
"11352" 753431 4429970
"11353" 752963 4430355
"11354" 753127 4430424
"11355" 752647 4430595
"11356" 750790 4430913
"11357" 752104 4430569
"11358" 753151 4431349
"11359" 753554 4429934
"11360" 752613 4430234
"11361" 753336 4431122
"11362" 752367 4430058
"11363" 752497 4430178
"11364" 752837 4431401
"11365" 751437 4430533
"11366" 753500 4430107
"11367" 752806 4430147
"11368" 750734 4430846
"11369" 752626 4430708
"11370" 753060 4430369
"11371" 753225 4429813
"11372" 752906 4431588
"11373" 752983 4429737
"11374" 752991 4431054
"11375" 752272 4429976
"11376" 753229 4431342
"11377" 753072 4431191
"11378" 751451 4430594
"11379" 752646 4429799
"11380" 752062 4430939
"11381" 752054 4430298
"11382" 751451 4430594
"11383" 753416 4432127
"11384" 752385 4429620
"11385" 752173 4430656
"11386" 751471 4430252
"11387" 752100 4429339
"11388" 753708 4430466
"11389" 753518 4429950
"11390" 753188 4430613
"11391" 753490 4430478
"11392" 752322 4431323
"11393" 753257 4430093
"11394" 752575 4430693
"11395" 752206 4430459
"11396" 752327 4429666
"11397" 753008 4431231
"11398" 752378 4429646
"11399" 752544 4429786
"11400" 752781 4430441
"11401" 752983 4430875
"11402" 752715 4429935
"11403" 751816 4430321
"11404" 753274 4430574
"11405" 753010 4430485
"11406" 753001 4430269
"11407" 752831 4430769
"11408" 753087 4430745
"11409" 752772 4430964
"11410" 752447 4430353
"11411" 753476 4430287
"11412" 753194 4429435
"11413" 752383 4431111
"11414" 752938 4430485
"11415" 753050 4431784
"11416" 752008 4430651
"11417" 752594 4430715
"11418" 753180 4430773
"11419" 752657 4431046
"11420" 752647 4430595
"11421" 752642 4430559
"11422" 752991 4430407
"11423" 752676 4430067
"11424" 752978 4430690
"11425" 753339 4430565
"11426" 752140 4431087
"11427" 752667 4430194
"11428" 753111 4430466
"11429" 752290 4429235
"11430" 752614 4431615
"11431" 753195 4431380
"11432" 752667 4430194
"11433" 753803 4430166
"11434" 753362 4430302
"11435" 752615 4431026
"11436" 753431 4429970
"11437" 752272 4430428
"11438" 753273 4430329
"11439" 752377 4430978
"11440" 753699 4430989
"11441" 752912 4431405
"11442" 751894 4430238
"11443" 753089 4430938
"11444" 754041 4430351
"11445" 752784 4429787
"11446" 752600 4430503
"11447" 752058 4429663
"11448" 752855 4429971
"11449" 750815 4430259
"11450" 752543 4431152
"11451" 752745 4429963
"11452" 752727 4429959
"11453" 752051 4429894
"11454" 752973 4430728
"11455" 753444 4430401
"11456" 752003 4430565
"11457" 751913 4430640
"11458" 753149 4430123
"11459" 752631 4429563
"11460" 753987 4430229
"11461" 753489 4430330
"11462" 753476 4430287
"11463" 752504 4430518
"11464" 753476 4430287
"11465" 753434 4430150
"11466" 752896 4430633
"11467" 752455 4430507
"11468" 753498 4431249
"11469" 753876 4431451
"11470" 753204 4429988
"11471" 753728 4431170
"11472" 752700 4430058
"11473" 752394 4429847
"11474" 752751 4430411
"11475" 753351 4430095
"11476" 752178 4429842
"11477" 753051 4430352
"11478" 753383 4430012
"11479" 752057 4430069
"11480" 752837 4431401
"11481" 752758 4430670
"11482" 753376 4431288
"11483" 753143 4430454
"11484" 752942 4430132
"11485" 753235 4430383
"11486" 753550 4430753
"11487" 752701 4429914
"11488" 753344 4431178
"11489" 753364 4431179
"11490" 751882 4429924
"11491" 752463 4429593
"11492" 753232 4429976
"11493" 752837 4431401
"11494" 753214 4431264
"11495" 752013 4431063
"11496" 753223 4430679
"11497" 753680 4430790
"11498" 753942 4430239
"11499" 753860 4430124
"11500" 752612 4429733
"11501" 752904 4429874
"11502" 751871 4430840
"11503" 752289 4430590
"11504" 751861 4430558
"11505" 753479 4429572
"11506" 752931 4430450
"11507" 751577 4430508
"11508" 752329 4430903
"11509" 751827 4430378
"11510" 751814 4430754
"11511" 752181 4430032
"11512" 752057 4430069
"11513" 752124 4429896
"11514" 752114 4431220
"11515" 750866 4431374
"11516" 752015 4430875
"11517" 754000 4430395
"11518" 752042 4429475
"11519" 753020 4431505
"11520" 752947 4430141
"11521" 753708 4430466
"11522" 752388 4430706
"11523" 751222 4431042
"11524" 753623 4431302
"11525" 752563 4431132
"11526" 753283 4431262
"11527" 753708 4430466
"11528" 753043 4430243
"11529" 753320 4430415
"11530" 753942 4430239
"11531" 752438 4430873
"11532" 752607 4429853
"11533" 752575 4430693
"11534" 752857 4429695
"11535" 753478 4430085
"11536" 753758 4430282
"11537" 753758 4430282
"11538" 753738 4430123
"11539" 752837 4431401
"11540" 752705 4429855
"11541" 752261 4429347
"11542" 752942 4430132
"11543" 752837 4431401
"11544" 753416 4432127
"11545" 752712 4429962
"11546" 753778 4430734
"11547" 752575 4430693
"11548" 752882 4430207
"11549" 752152 4429622
"11550" 751979 4430459
"11551" 752201 4430252
"11552" 753101 4430383
"11553" 752482 4429959
"11554" 753223 4430679
"11555" 752634 4429748
"11556" 753142 4430525
"11557" 751284 4430027
"11558" 753524 4430986
"11559" 752933 4430116
"11560" 752837 4431401
"11561" 753000 4430530
"11562" 752752 4430285
"11563" 752752 4430285
"11564" 751050 4430610
"11565" 753063 4430431
"11566" 751938 4429176
"11567" 752710 4430575
"11568" 753421 4429949
"11569" 752678 4430547
"11570" 753436 4430737
"11571" 752566 4429412
"11572" 753215 4430538
"11573" 753420 4431024
"11574" 752184 4429819
"11575" 753306 4430384
"11576" 752897 4430365
"11577" 752737 4430807
"11578" 753239 4430393
"11579" 752692 4430580
"11580" 752777 4430693
"11581" 752745 4430831
"11582" 753542 4430333
"11583" 753283 4430383
"11584" 751955 4430791
"11585" 752521 4429682
"11586" 752483 4429619
"11587" 753041 4431299
"11588" 752927 4429626
"11589" 752991 4430407
"11590" 753261 4430030
"11591" 753045 4430341
"11592" 753166 4429722
"11593" 753008 4430088
"11594" 753444 4430401
"11595" 753214 4431264
"11596" 752568 4430683
"11597" 753670 4431172
"11598" 752607 4429305
"11599" 753046 4431019
"11600" 753157 4429805
"11601" 753170 4429837
"11602" 753188 4429884
"11603" 753050 4431784
"11604" 752859 4431132
"11605" 752143 4431267
"11606" 752614 4430530
"11607" 753736 4431019
"11608" 752929 4430442
"11609" 753331 4430514
"11610" 753113 4431073
"11611" 752003 4430651
"11612" 752396 4429986
"11613" 751039 4430613
"11614" 752045 4430659
"11615" 753791 4429952
"11616" 753215 4430923
"11617" 751908 4429555
"11618" 753618 4430377
"11619" 752561 4429627
"11620" 751890 4430869
"11621" 752805 4430741
"11622" 753778 4430734
"11623" 752612 4430443
"11624" 752834 4430314
"11625" 752243 4430053
"11626" 753458 4430445
"11627" 753423 4430114
