"xcoord" "ycoord"
"4220" 752791 4430245
"4221" 752781 4430441
"4222" 752781 4430441
"4223" 752796 4430264
"4224" 752796 4430264
"4225" 752781 4430441
"4226" 752789 4430055
"4227" 752781 4430441
"4228" 752781 4430441
"4229" 752781 4430441
"4230" 752781 4430441
"4231" 752781 4430441
"4232" 752781 4430441
"4233" 752781 4430441
"4234" 752781 4430441
"4235" 752794 4430781
"4236" 752781 4430441
"4237" 752788 4429453
"4238" 752788 4429453
"4239" 752781 4430441
"4240" 752782 4430445
"4241" 752799 4430068
"4242" 752782 4430445
"4243" 752798 4431146
"4244" 752783 4430450
"4245" 752798 4431146
"4246" 752794 4430271
"4247" 752798 4431146
"4248" 752798 4431146
"4249" 752783 4430450
"4250" 752798 4431146
"4251" 752798 4431146
"4252" 752797 4430022
"4253" 752798 4431146
"4254" 752801 4430071
"4255" 752792 4430058
"4256" 752792 4430058
"4257" 752793 4429682
"4258" 752793 4429682
"4259" 752797 4430380
"4260" 752797 4430380
"4261" 752797 4430380
"4262" 752797 4431398
"4263" 752798 4430269
"4264" 752798 4430269
"4265" 752798 4430269
"4266" 752797 4430780
"4267" 752786 4430462
"4268" 752804 4430074
"4269" 752804 4430074
"4270" 752793 4429844
"4271" 752801 4430742
"4272" 752801 4430742
"4273" 752801 4430324
"4274" 752808 4431556
"4275" 752808 4431556
"4276" 752804 4431130
"4277" 752791 4430481
"4278" 752812 4429162
"4279" 752791 4430481
"4280" 752791 4430481
"4281" 752804 4430268
"4282" 752805 4429778
"4283" 752792 4430485
"4284" 752792 4430485
"4285" 752796 4431009
"4286" 752792 4430485
"4287" 752814 4431042
"4288" 752803 4430912
"4289" 752798 4431013
"4290" 752814 4431042
"4291" 752806 4430147
"4292" 752805 4430931
"4293" 752795 4430497
"4294" 752812 4430085
"4295" 752801 4431140
"4296" 752795 4430497
"4297" 752795 4430497
"4298" 752795 4430497
"4299" 752814 4429886
"4300" 752796 4430502
"4301" 752796 4430502
"4302" 752796 4430502
"4303" 752810 4431523
"4304" 752796 4430502
"4305" 752796 4430502
"4306" 752802 4431019
"4307" 752802 4431019
"4308" 752802 4431019
"4309" 752804 4430075
"4310" 752808 4430930
"4311" 752808 4430930
"4312" 752802 4431019
"4313" 752802 4431019
"4314" 752802 4431019
"4315" 752808 4429875
"4316" 752808 4429875
"4317" 752808 4429875
"4318" 752808 4431545
"4319" 752802 4431019
"4320" 752802 4431019
"4321" 752802 4431019
"4322" 752802 4431019
"4323" 752802 4431019
"4324" 752798 4430509
"4325" 752798 4430509
"4326" 752807 4429936
"4327" 752807 4429936
"4328" 752808 4430741
"4329" 752808 4430151
"4330" 752808 4430151
"4331" 752808 4430151
"4332" 752807 4429936
"4333" 752807 4429936
"4334" 752798 4430509
"4335" 752808 4430151
"4336" 752808 4430151
"4337" 752808 4430151
"4338" 752808 4430151
"4339" 752808 4430151
"4340" 752808 4430151
"4341" 752808 4430151
"4342" 752808 4430151
"4343" 752808 4430151
"4344" 752808 4430017
"4345" 752808 4430017
"4346" 752810 4429470
"4347" 752804 4431023
"4348" 752813 4431356
"4349" 752802 4430525
"4350" 752809 4430941
"4351" 752802 4430525
"4352" 752802 4430525
"4353" 752810 4430866
"4354" 752818 4429697
"4355" 752818 4430094
"4356" 752812 4429775
"4357" 752812 4429775
"4358" 752793 4430693
"4359" 752804 4430533
"4360" 752804 4430533
"4361" 752812 4429775
"4362" 752804 4430533
"4363" 752793 4430693
"4364" 752812 4429775
"4365" 752804 4430533
"4366" 752804 4430533
"4367" 752812 4429775
"4368" 752814 4431238
"4369" 752804 4430533
"4370" 752815 4431462
"4371" 752815 4431462
"4372" 752821 4430098
"4373" 752806 4430542
"4374" 752816 4430014
"4375" 752818 4430773
"4376" 752817 4431546
"4377" 752817 4431546
"4378" 752817 4431546
"4379" 752817 4431546
"4380" 752809 4429641
"4381" 752812 4431496
"4382" 752812 4431496
"4383" 752814 4431304
"4384" 752809 4429641
"4385" 752809 4430553
"4386" 752818 4430176
"4387" 752810 4430557
"4388" 752818 4430176
"4389" 752818 4430176
"4390" 752811 4430564
"4391" 752826 4430201
"4392" 752842 4430672
"4393" 752819 4430181
"4394" 752826 4430201
"4395" 752821 4430318
"4396" 752811 4430564
"4397" 752811 4430564
"4398" 752823 4430153
"4399" 752823 4430153
"4400" 752817 4429313
"4401" 752817 4431049
"4402" 752817 4431049
"4403" 752817 4431049
"4404" 752822 4431361
"4405" 752836 4430857
"4406" 752820 4429671
"4407" 752823 4430989
"4408" 752836 4430857
"4409" 752836 4430857
"4410" 752836 4430857
"4411" 752836 4430857
"4412" 752836 4430857
"4413" 752816 4430581
"4414" 752816 4430581
"4415" 752825 4430197
"4416" 752828 4431272
"4417" 752828 4431272
"4418" 752832 4430216
"4419" 752832 4430216
"4420" 752832 4430216
"4421" 752830 4429768
"4422" 752826 4431000
"4423" 752826 4431000
"4424" 752833 4430219
"4425" 752818 4430591
"4426" 752833 4431028
"4427" 752833 4431028
"4428" 752820 4430600
"4429" 752829 4430316
"4430" 752834 4430224
"4431" 752827 4429913
"4432" 752829 4431012
"4433" 752837 4429934
"4434" 752831 4430349
"4435" 752837 4429934
"4436" 752832 4430650
"4437" 752829 4429866
"4438" 752832 4430650
"4439" 752832 4430650
"4440" 752832 4430650
"4441" 752832 4430650
"4442" 752840 4429676
"4443" 752837 4429738
"4444" 752837 4430232
"4445" 752833 4429925
"4446" 752837 4429738
"4447" 752835 4430314
"4448" 752824 4430614
"4449" 752824 4430614
"4450" 752824 4430614
"4451" 752836 4430736
"4452" 752839 4430238
"4453" 752839 4430238
"4454" 752839 4430238
"4455" 752839 4430238
"4456" 752839 4430238
"4457" 752839 4430238
"4458" 752839 4430238
"4459" 752839 4430238
"4460" 752839 4430238
"4461" 752839 4430238
"4462" 752839 4430238
"4463" 752839 4430238
"4464" 752839 4430238
"4465" 752839 4430238
"4466" 752839 4430238
"4467" 752835 4430348
"4468" 752839 4430238
"4469" 752839 4430238
"4470" 752839 4430238
"4471" 752839 4430238
"4472" 752839 4430238
"4473" 752839 4430238
"4474" 752839 4430238
"4475" 752839 4430238
"4476" 752839 4430238
"4477" 752839 4430238
"4478" 752839 4430238
"4479" 752839 4430238
"4480" 752839 4430238
"4481" 752839 4430238
"4482" 752839 4430238
"4483" 752839 4430238
"4484" 752839 4430238
"4485" 752835 4430348
"4486" 752839 4430238
"4487" 752839 4430238
"4488" 752839 4430238
"4489" 752839 4430238
"4490" 752839 4430238
"4491" 752835 4431237
"4492" 752840 4430241
"4493" 752837 4431401
"4494" 752837 4431401
"4495" 752837 4431401
"4496" 752837 4431401
"4497" 752837 4431401
"4498" 752837 4431401
"4499" 752837 4431401
"4500" 752837 4431401
"4501" 752837 4431401
"4502" 752837 4431401
"4503" 752837 4431401
"4504" 752837 4431401
"4505" 752843 4430127
"4506" 752843 4430127
"4507" 752838 4431547
"4508" 752838 4431547
"4509" 752838 4431547
"4510" 752837 4431041
"4511" 752831 4429444
"4512" 752831 4429444
"4513" 752839 4430347
"4514" 752839 4430347
"4515" 752840 4429564
"4516" 752844 4430412
"4517" 752844 4430412
"4518" 752844 4430412
"4519" 752844 4430412
"4520" 752839 4430005
"4521" 752847 4429425
"4522" 752841 4431464
"4523" 752841 4430346
"4524" 752852 4431117
"4525" 752844 4430311
"4526" 752841 4430870
"4527" 752842 4430312
"4528" 752842 4430312
"4529" 752842 4430312
"4530" 752849 4429957
"4531" 752849 4429957
"4532" 752845 4430764
"4533" 752845 4430764
"4534" 752845 4430764
"4535" 752845 4430764
"4536" 752849 4430436
"4537" 752842 4430247
"4538" 752856 4431127
"4539" 752848 4430310
"4540" 752848 4430310
"4541" 752854 4429692
"4542" 752848 4430310
"4543" 752853 4429578
"4544" 752848 4430310
"4545" 752846 4430882
"4546" 752846 4431373
"4547" 752846 4431373
"4548" 752846 4429952
"4549" 752854 4429771
"4550" 752850 4431403
"4551" 752855 4429971
"4552" 752848 4430002
"4553" 752855 4429971
"4554" 752850 4431465
"4555" 752846 4430132
"4556" 752852 4430309
"4557" 752850 4430853
"4558" 752859 4430149
"4559" 752851 4429857
"4560" 752854 4430644
"4561" 752859 4429783
"4562" 752855 4431318
"4563" 752855 4431318
"4564" 752855 4431318
"4565" 752855 4431318
"4566" 752855 4430308
"4567" 752855 4430308
"4568" 752855 4430308
"4569" 752854 4430455
"4570" 752854 4429772
"4571" 752850 4429687
"4572" 752850 4429687
"4573" 752850 4429687
"4574" 752857 4430368
"4575" 752858 4431236
"4576" 752855 4429971
"4577" 752855 4429971
"4578" 752855 4429971
"4579" 752855 4429971
"4580" 752855 4429971
"4581" 752858 4429914
"4582" 752859 4430913
"4583" 752865 4429795
"4584" 752865 4429795
"4585" 752857 4429655
"4586" 752857 4429655
"4587" 752857 4429655
"4588" 752857 4429655
"4589" 752857 4429655
"4590" 752857 4429655
"4591" 752857 4429655
"4592" 752857 4429655
"4593" 752857 4429655
"4594" 752857 4429655
"4595" 752857 4429655
"4596" 752864 4430305
"4597" 752864 4430305
"4598" 752862 4430392
"4599" 752855 4430699
"4600" 752866 4430911
"4601" 752865 4430848
"4602" 752865 4429911
"4603" 752865 4430641
"4604" 752864 4430911
"4605" 752864 4430498
"4606" 752864 4429792
"4607" 752866 4430305
"4608" 752873 4430172
"4609" 752867 4429994
"4610" 752866 4430305
"4611" 752866 4430305
"4612" 752866 4430305
"4613" 752867 4429994
"4614" 752867 4429994
"4615" 752851 4429575
"4616" 752851 4429575
"4617" 752851 4429575
"4618" 752851 4429575
"4619" 752873 4430007
"4620" 752851 4429575
"4621" 752851 4429575
"4622" 752873 4430007
"4623" 752871 4431564
"4624" 752871 4431327
"4625" 752871 4431564
"4626" 752873 4430975
"4627" 752867 4431325
"4628" 752876 4429717
"4629" 752874 4430543
"4630" 752870 4430464
"4631" 752872 4429848
"4632" 752872 4431405
"4633" 752871 4431385
"4634" 752873 4430939
"4635" 752874 4430369
"4636" 752876 4429749
"4637" 752874 4430369
"4638" 752874 4430369
"4639" 752878 4431003
"4640" 752874 4430369
"4641" 752874 4430369
"4642" 752874 4430369
"4643" 752874 4430369
"4644" 752878 4429646
"4645" 752874 4430369
"4646" 752878 4429646
"4647" 752878 4429646
"4648" 752874 4430369
"4649" 752875 4431236
"4650" 752876 4431273
"4651" 752873 4430845
"4652" 752868 4429707
"4653" 752868 4429707
"4654" 752868 4429707
"4655" 752875 4431236
"4656" 752873 4430845
"4657" 752873 4430845
"4658" 752873 4430845
"4659" 752873 4430845
"4660" 752873 4430845
"4661" 752873 4430845
"4662" 752882 4430209
"4663" 752874 4430981
"4664" 752875 4430546
"4665" 752875 4430546
"4666" 752879 4431489
"4667" 752879 4431489
"4668" 752882 4430024
"4669" 752876 4430549
"4670" 752882 4430574
"4671" 752877 4430938
"4672" 752878 4430129
"4673" 752878 4430129
"4674" 752878 4430129
"4675" 752878 4430129
"4676" 752886 4429614
"4677" 752880 4430753
"4678" 752886 4429614
"4679" 752881 4430300
"4680" 752876 4431272
"4681" 752881 4430300
"4682" 752881 4430300
"4683" 752875 4429242
"4684" 752886 4430593
"4685" 752882 4431468
"4686" 752882 4431468
"4687" 752883 4430461
"4688" 752882 4431333
"4689" 752882 4431333
"4690" 752883 4430245
"4691" 752880 4431263
"4692" 752877 4430746
"4693" 752892 4430256
"4694" 752892 4430256
"4695" 752889 4430903
"4696" 752893 4430263
"4697" 752893 4430263
"4698" 752883 4429644
"4699" 752887 4431587
"4700" 752894 4430267
"4701" 752895 4431214
"4702" 752883 4429644
"4703" 752889 4430460
"4704" 752946 4431790
"4705" 752890 4429901
"4706" 752894 4430047
"4707" 752887 4431393
"4708" 752890 4431469
"4709" 752887 4430233
"4710" 752883 4429380
"4711" 752885 4430030
"4712" 752885 4430030
"4713" 752885 4430030
"4714" 752890 4431550
"4715" 752890 4430123
"4716" 752891 4430459
"4717" 752885 4431190
"4718" 752887 4429729
"4719" 752893 4431396
"4720" 752893 4431396
"4721" 752886 4430767
"4722" 752896 4430633
"4723" 752896 4430633
"4724" 752893 4430262
"4725" 752893 4430262
"4726" 752897 4430365
"4727" 752905 4430319
"4728" 752899 4429638
"4729" 752899 4430056
"4730" 752899 4429638
"4731" 752897 4430900
"4732" 752899 4429638
"4733" 752899 4429638
"4734" 752899 4429638
"4735" 752907 4430328
"4736" 752900 4430295
"4737" 752900 4430119
"4738" 752900 4430119
"4739" 752906 4431588
"4740" 752906 4431588
"4741" 752902 4430457
"4742" 752902 4430457
"4743" 752906 4431588
"4744" 752906 4431588
"4745" 752906 4431588
"4746" 752906 4431588
"4747" 752906 4431588
"4748" 752902 4430457
"4749" 752906 4431588
"4750" 752906 4431588
"4751" 752906 4431588
"4752" 752906 4431588
"4753" 752909 4430073
"4754" 752908 4430664
"4755" 752908 4430664
"4756" 752909 4430073
"4757" 752908 4430664
"4758" 752908 4430664
"4759" 752905 4431235
"4760" 752905 4431551
"4761" 752905 4431235
"4762" 752902 4430308
"4763" 752899 4429212
"4764" 752899 4429212
"4765" 752898 4430792
"4766" 752915 4429659
"4767" 752915 4429659
"4768" 752915 4429659
"4769" 752905 4430202
"4770" 752915 4429659
"4771" 752915 4429659
"4772" 752915 4429659
"4773" 752908 4430665
"4774" 752906 4430326
"4775" 752906 4430326
"4776" 752913 4431350
"4777" 752917 4430387
"4778" 752917 4430387
"4779" 752912 4429892
"4780" 752912 4429892
"4781" 752912 4429892
"4782" 752914 4430373
"4783" 752905 4430808
"4784" 752912 4431405
"4785" 752912 4431349
"4786" 752912 4431349
"4787" 752905 4430808
"4788" 752914 4430373
"4789" 752912 4431405
"4790" 752912 4431405
"4791" 752912 4431405
"4792" 752912 4431405
"4793" 752912 4431405
"4794" 752912 4431405
"4795" 752911 4430347
"4796" 752912 4430210
"4797" 752927 4429626
"4798" 752915 4430831
"4799" 752927 4429626
"4800" 752927 4429626
"4801" 752912 4430210
"4802" 752927 4429626
"4803" 752914 4430283
"4804" 752915 4431082
"4805" 752914 4430283
"4806" 752914 4430283
"4807" 752918 4430280
"4808" 752924 4429771
"4809" 752924 4429771
"4810" 752922 4430410
"4811" 752923 4430149
"4812" 752923 4430149
"4813" 752923 4430981
"4814" 752918 4430953
"4815" 752920 4431552
"4816" 752926 4430427
"4817" 752875 4429601
"4818" 752875 4429601
"4819" 752875 4429601
"4820" 752875 4429601
"4821" 752921 4430405
"4822" 752930 4429675
"4823" 752930 4429675
"4824" 752930 4429675
"4825" 752924 4431410
"4826" 752923 4430412
"4827" 752920 4430093
"4828" 752924 4431410
"4829" 752923 4431589
"4830" 752920 4430093
"4831" 752923 4431589
"4832" 752920 4430093
"4833" 752920 4430093
"4834" 752920 4430093
"4835" 752920 4430093
"4836" 752920 4430093
"4837" 752921 4429827
"4838" 752920 4430093
"4839" 752920 4430093
"4840" 752924 4430416
"4841" 752927 4429885
"4842" 752927 4429885
"4843" 752927 4429885
"4844" 752927 4429885
"4845" 752927 4429885
"4846" 752927 4429885
"4847" 752927 4429885
"4848" 752927 4429885
"4849" 752927 4429885
"4850" 752927 4429885
"4851" 752927 4429885
"4852" 752929 4430043
"4853" 752933 4430458
"4854" 752927 4430709
"4855" 752933 4429781
"4856" 752933 4429781
"4857" 752933 4430115
"4858" 752930 4430231
"4859" 752929 4430108
"4860" 752930 4430271
"4861" 752935 4430468
"4862" 752931 4429969
"4863" 752929 4430108
"4864" 752927 4430432
"4865" 752934 4430235
"4866" 752937 4431321
"4867" 752932 4430355
"4868" 752932 4430355
"4869" 752934 4430235
"4870" 752931 4430450
"4871" 752936 4431043
"4872" 752937 4430479
"4873" 752931 4430450
"4874" 752931 4430450
"4875" 752931 4431234
"4876" 752932 4430180
"4877" 752931 4431021
"4878" 752932 4430180
"4879" 752932 4430180
"4880" 752931 4430270
"4881" 752923 4430849
"4882" 752932 4430453
"4883" 752932 4430453
"4884" 752938 4430485
"4885" 752933 4431199
"4886" 752919 4429664
"4887" 752919 4429664
"4888" 752919 4429664
"4889" 752919 4429664
"4890" 752919 4429664
"4891" 752919 4429664
"4892" 752919 4429664
"4893" 752919 4429664
"4894" 752936 4429821
"4895" 752919 4429664
"4896" 752919 4429664
"4897" 752935 4431234
"4898" 752934 4431117
"4899" 752942 4430500
"4900" 752942 4430500
"4901" 752938 4430640
"4902" 752942 4430500
"4903" 752942 4430500
"4904" 752942 4430500
"4905" 752942 4430500
"4906" 752942 4430500
"4907" 752942 4430500
"4908" 752942 4430132
"4909" 752942 4430132
"4910" 752942 4430132
"4911" 752936 4431047
"4912" 752942 4430132
"4913" 752942 4430132
"4914" 752930 4429777
"4915" 752942 4430132
"4916" 752930 4429777
"4917" 752942 4430132
"4918" 752942 4430132
"4919" 752943 4431338
"4920" 752936 4429881
"4921" 752928 4430860
"4922" 752939 4429880
"4923" 752939 4429880
"4924" 752928 4430860
"4925" 752928 4430860
"4926" 752936 4429881
"4927" 752936 4429881
"4928" 752936 4429881
"4929" 752936 4429881
"4930" 752936 4429881
"4931" 752939 4429880
"4932" 752939 4429880
"4933" 752928 4430860
"4934" 752928 4430860
"4935" 752928 4430860
"4936" 752936 4429881
"4937" 752936 4429881
"4938" 752947 4429695
"4939" 752942 4430651
"4940" 752946 4431346
"4941" 752940 4430885
"4942" 752940 4430885
"4943" 752941 4431553
"4944" 752941 4431553
"4945" 752941 4430209
"4946" 752941 4431553
"4947" 752939 4429820
"4948" 752946 4429618
"4949" 752942 4430703
"4950" 752942 4430703
"4951" 752942 4430703
"4952" 752942 4430703
"4953" 752947 4430141
"4954" 752942 4430703
"4955" 752947 4430141
"4956" 752947 4430141
"4957" 752939 4429820
"4958" 752939 4429820
"4959" 752941 4430497
"4960" 752942 4430363
"4961" 752942 4430363
"4962" 752942 4430363
"4963" 752942 4430363
"4964" 752942 4430363
"4965" 752942 4430363
"4966" 752942 4430363
"4967" 752942 4430363
"4968" 752942 4430363
"4969" 752940 4430128
"4970" 752942 4430363
"4971" 752942 4430363
"4972" 752942 4430363
"4973" 752942 4430363
"4974" 752942 4430363
"4975" 752942 4430363
"4976" 752942 4430363
"4977" 752942 4430352
"4978" 752942 4430352
"4979" 752942 4430352
"4980" 752944 4430509
"4981" 752951 4430766
"4982" 752945 4429877
"4983" 752945 4429877
"4984" 752945 4429877
"4985" 752947 4429963
"4986" 752947 4429963
"4987" 752944 4429720
"4988" 752948 4430759
"4989" 752948 4431475
"4990" 752948 4431475
"4991" 752948 4431475
"4992" 752948 4431475
"4993" 752948 4431475
"4994" 752948 4431475
"4995" 752948 4431475
"4996" 752948 4430759
"4997" 752948 4430759
"4998" 752948 4431475
"4999" 752960 4429287
"5000" 752960 4429287
"5001" 752951 4430866
"5002" 752951 4431074
"5003" 752954 4429976
"5004" 752947 4430142
"5005" 752947 4430142
"5006" 752951 4430447
"5007" 752945 4429794
"5008" 752960 4431384
"5009" 752952 4430546
"5010" 752945 4429794
"5011" 752954 4430032
"5012" 752956 4430778
"5013" 752953 4430254
"5014" 752955 4431073
"5015" 752955 4431073
"5016" 752955 4431073
"5017" 752955 4431073
"5018" 752955 4431073
"5019" 752953 4430699
"5020" 752954 4430699
"5021" 752955 4431073
"5022" 752955 4431073
"5023" 752955 4431073
"5024" 752956 4430332
"5025" 752954 4430699
"5026" 752955 4431073
"5027" 752961 4430587
"5028" 752954 4430554
"5029" 752956 4430865
"5030" 752954 4430554
"5031" 752956 4430158
"5032" 752956 4430158
"5033" 752961 4430789
"5034" 752961 4430789
"5035" 752958 4430697
"5036" 752957 4430572
"5037" 752961 4430703
"5038" 752960 4429811
"5039" 752960 4429811
"5040" 752961 4431108
"5041" 752963 4430355
"5042" 752963 4430355
"5043" 752963 4430355
"5044" 752963 4430355
"5045" 752963 4430355
"5046" 752964 4430797
"5047" 752964 4430797
"5048" 752967 4430179
"5049" 752967 4430179
"5050" 752961 4431591
"5051" 752961 4431591
"5052" 752966 4430002
"5053" 752961 4431591
"5054" 752967 4430179
"5055" 752963 4431476
"5056" 752963 4430696
"5057" 752961 4429991
"5058" 752961 4429991
"5059" 752961 4429991
"5060" 752961 4429991
"5061" 752963 4431476
"5062" 752969 4429843
"5063" 752967 4430263
"5064" 752969 4429843
"5065" 752963 4430261
"5066" 752962 4430595
"5067" 752963 4430261
"5068" 752963 4430261
"5069" 752964 4430710
"5070" 752964 4430710
"5071" 752963 4430218
"5072" 752957 4431376
"5073" 752957 4431376
"5074" 752967 4430614
"5075" 752967 4431405
"5076" 752967 4430614
"5077" 752967 4430614
"5078" 752968 4431158
"5079" 752971 4430812
"5080" 752972 4430956
"5081" 752972 4430956
"5082" 752972 4430956
"5083" 752972 4430956
"5084" 752972 4430956
"5085" 752972 4430956
"5086" 752972 4430956
"5087" 752972 4430956
"5088" 752972 4430956
"5089" 752972 4430956
"5090" 752972 4430956
"5091" 752967 4430879
"5092" 752975 4429268
"5093" 752975 4429268
"5094" 752975 4429268
"5095" 752975 4429268
"5096" 752975 4429268
"5097" 752975 4429268
"5098" 752971 4430725
"5099" 752975 4429268
"5100" 752975 4429268
"5101" 752980 4429262
"5102" 752975 4429268
"5103" 752975 4429268
"5104" 752975 4429268
"5105" 752975 4429268
"5106" 752975 4429268
"5107" 752975 4429268
"5108" 752975 4429268
"5109" 752975 4429268
"5110" 752975 4429268
"5111" 752975 4429268
"5112" 752970 4430443
"5113" 752976 4430638
"5114" 752971 4431157
"5115" 752980 4431458
"5116" 752976 4430269
"5117" 752972 4430958
"5118" 752974 4430442
"5119" 752974 4430442
"5120" 752975 4430860
"5121" 752974 4430442
"5122" 752971 4430187
"5123" 752960 4431386
"5124" 752960 4431386
"5125" 752960 4431386
"5126" 752971 4430187
"5127" 752971 4430187
"5128" 752960 4431386
"5129" 752976 4430022
"5130" 752976 4430022
"5131" 752977 4431274
"5132" 752977 4431274
"5133" 752980 4429803
"5134" 752970 4431418
"5135" 752980 4429950
"5136" 752980 4429950
"5137" 752970 4431418
"5138" 752978 4430690
"5139" 752978 4430690
"5140" 752978 4431592
"5141" 752979 4429863
"5142" 752979 4429863
"5143" 752978 4431592
"5144" 752978 4430690
"5145" 752978 4430690
"5146" 752978 4431592
"5147" 752979 4429863
"5148" 752978 4430690
"5149" 752978 4431592
"5150" 752978 4431592
"5151" 752983 4430875
"5152" 752983 4430875
"5153" 752980 4430646
"5154" 752983 4430875
"5155" 752982 4431009
"5156" 752982 4430146
"5157" 752982 4430146
"5158" 752985 4430145
"5159" 752982 4430146
"5160" 752982 4430146
"5161" 752991 4430674
"5162" 752991 4430674
"5163" 752977 4431444
"5164" 752982 4430652
"5165" 752977 4431444
"5166" 752989 4430518
"5167" 752987 4430347
"5168" 752985 4431024
"5169" 752978 4431451
"5170" 752989 4430400
"5171" 752989 4430400
"5172" 752993 4429749
"5173" 752987 4430687
"5174" 752982 4431464
"5175" 752989 4430399
"5176" 752989 4431045
"5177" 752995 4429898
"5178" 752984 4429838
"5179" 752989 4431045
"5180" 752991 4430855
"5181" 752991 4430438
"5182" 752991 4430855
"5183" 752991 4430438
"5184" 752991 4430407
"5185" 752989 4430346
"5186" 752989 4430346
"5187" 752989 4430346
"5188" 752989 4430346
"5189" 752989 4430346
"5190" 752986 4431480
"5191" 752996 4430428
"5192" 752995 4430684
"5193" 752996 4430284
"5194" 752995 4430684
"5195" 752995 4430684
"5196" 752997 4429795
"5197" 753003 4429760
"5198" 753003 4429760
"5199" 753003 4429760
"5200" 752996 4430426
"5201" 752996 4430426
"5202" 753003 4429760
"5203" 753003 4429760
"5204" 752996 4430426
"5205" 752996 4430426
"5206" 752996 4430426
"5207" 753003 4429760
"5208" 752996 4430426
"5209" 752996 4430426
"5210" 753003 4429760
"5211" 752998 4430139
"5212" 753003 4429760
"5213" 752996 4430344
"5214" 752998 4431153
"5215" 752998 4429854
"5216" 752991 4429846
"5217" 752999 4430436
"5218" 753006 4430467
"5219" 752998 4430691
"5220" 752998 4430691
"5221" 753001 4431063
"5222" 753000 4430530
"5223" 753007 4429922
"5224" 753007 4429922
"5225" 753007 4429922
"5226" 753010 4429867
"5227" 753003 4431407
"5228" 753010 4429867
"5229" 752998 4430239
"5230" 752998 4430239
"5231" 752998 4430239
"5232" 752998 4430239
"5233" 752998 4430239
"5234" 752998 4430239
"5235" 753012 4430493
"5236" 753012 4430493
"5237" 753012 4430493
"5238" 753012 4430493
"5239" 753005 4431557
"5240" 753006 4430395
"5241" 753007 4430528
"5242" 753006 4430395
"5243" 753008 4430008
"5244" 753008 4430851
"5245" 753005 4430082
"5246" 753007 4430678
"5247" 753009 4430134
"5248" 753009 4430134
"5249" 753006 4429791
"5250" 753006 4429791
"5251" 753008 4430818
"5252" 753006 4429791
"5253" 753006 4429791
"5254" 753006 4429791
"5255" 753006 4429791
"5256" 753008 4430818
"5257" 753006 4429791
"5258" 753006 4429791
"5259" 753011 4430394
"5260" 753008 4430088
"5261" 753008 4430088
"5262" 753008 4430088
"5263" 753008 4430088
"5264" 753008 4430088
"5265" 753011 4430394
"5266" 753010 4430339
"5267" 753010 4430339
"5268" 753013 4430922
"5269" 753013 4430817
"5270" 753018 4430110
"5271" 753018 4430110
"5272" 753026 4430544
"5273" 753026 4430544
"5274" 753026 4430544
"5275" 753026 4430544
"5276" 753026 4430544
"5277" 753026 4430544
"5278" 753013 4430527
"5279" 753015 4431590
"5280" 753015 4431590
"5281" 753013 4430527
"5282" 753013 4430527
"5283" 753013 4430527
"5284" 753013 4430527
"5285" 753013 4430527
"5286" 753021 4429880
"5287" 753015 4430393
"5288" 753013 4430527
"5289" 753026 4430541
"5290" 753026 4430541
"5291" 753026 4430541
"5292" 753026 4430541
"5293" 753026 4430541
"5294" 753022 4430747
"5295" 753017 4431057
"5296" 753017 4431057
"5297" 753023 4431199
"5298" 753021 4430924
"5299" 753017 4431062
"5300" 753018 4431066
"5301" 753005 4431676
"5302" 753021 4431056
"5303" 753005 4431676
"5304" 753005 4431676
"5305" 753005 4431676
"5306" 753005 4431676
"5307" 753005 4431676
"5308" 753005 4431676
"5309" 753025 4430755
"5310" 753025 4430755
"5311" 753025 4430755
"5312" 753005 4431676
"5313" 753005 4431676
"5314" 753021 4430391
"5315" 753022 4430443
"5316" 753005 4431676
"5317" 753005 4431676
"5318" 753005 4431676
"5319" 753005 4431676
"5320" 753022 4430443
"5321" 753005 4431676
"5322" 753005 4431676
"5323" 753005 4431676
"5324" 753005 4431676
"5325" 753005 4431676
"5326" 753005 4431676
"5327" 753022 4430443
"5328" 753005 4431676
"5329" 753005 4431676
"5330" 753021 4430391
"5331" 753005 4431676
"5332" 753005 4431676
"5333" 753022 4430443
"5334" 753019 4430257
"5335" 753023 4431140
"5336" 753019 4430257
"5337" 753019 4430257
"5338" 753019 4430257
"5339" 753023 4431134
"5340" 753020 4430113
"5341" 753023 4431231
"5342" 753023 4431231
"5343" 753024 4429784
"5344" 753030 4429890
"5345" 753030 4430947
"5346" 753020 4431267
"5347" 753027 4430410
"5348" 753023 4430187
"5349" 753025 4430390
"5350" 753025 4430390
"5351" 753025 4430390
"5352" 753025 4430390
"5353" 753025 4430390
"5354" 753025 4430390
"5355" 753025 4430390
"5356" 753025 4430390
"5357" 753025 4430390
"5358" 753025 4430390
"5359" 753026 4430127
"5360" 753032 4430958
"5361" 753025 4430288
"5362" 753031 4430954
"5363" 753032 4430958
"5364" 753030 4429930
"5365" 753026 4430000
"5366" 753026 4430000
"5367" 753023 4431130
"5368" 753029 4430419
"5369" 753029 4430419
"5370" 753033 4430961
"5371" 753033 4430961
"5372" 753033 4430961
"5373" 753028 4430597
"5374" 753026 4430000
"5375" 753030 4431430
"5376" 753030 4430420
"5377" 753030 4431149
"5378" 753030 4430420
"5379" 753030 4431187
"5380" 753031 4430423
"5381" 753029 4430812
"5382" 753029 4430944
"5383" 753029 4430812
"5384" 753035 4430778
