"cx" "cy"
"877" 752735.8716 4430564.423
"878" 752735.8725 4428979.639
"879" 752736.2013 4430896.157
"880" 752736.3668 4429791.877
"881" 752736.861 4430801.475
"882" 752737.0255 4431578.62
"883" 752737.9333 4430190.098
"884" 752738.9232 4429412.553
"885" 752739.0053 4430177.8
"886" 752739.1696 4431313.573
"887" 752739.3345 4431313.173
"888" 752743.0452 4431137.208
"889" 752744.86 4429807.974
"890" 752745.2722 4430096.916
"891" 752747.0037 4430345.067
"892" 752749.6425 4430040.927
"893" 752751.868 4431701.496
"894" 752752.3638 4429822.671
"895" 752752.5282 4430623.711
"896" 752754.5072 4430752.585
"897" 752754.6719 4431100.916
"898" 752755.4141 4430853.665
"899" 752757.3929 4431264.783
"900" 752758.0522 4432066.923
"901" 752759.125 4430410.853
"902" 752762.4234 4430428.95
"903" 752762.9172 4432013.133
"904" 752765.0618 4430946.946
"905" 752766.2162 4430884.159
"906" 752766.2986 4430949.146
"907" 752766.3809 4431240.488
"908" 752766.6287 4430452.045
"909" 752767.0409 4430668.402
"910" 752767.5365 4429219.891
"911" 752767.9484 4429853.265
"912" 752768.6907 4429595.316
"913" 752769.1022 4431056.024
"914" 752770.0917 4431053.025
"915" 752770.5047 4429794.677
"916" 752771.741 4430790.078
"917" 752772.8133 4430175.7
"918" 752773.3895 4432044.327
"919" 752774.5442 4431544.127
"920" 752774.9573 4430032.329
"921" 752776.2759 4431396.356
"922" 752777.6779 4430916.552
"923" 752777.8428 4431028.73
"924" 752778.7502 4430423.251
"925" 752780.6462 4431277.48
"926" 752782.4608 4430383.959
"927" 752782.5427 4431459.444
"928" 752785.2649 4429501.735
"929" 752786.1712 4430842.267
"930" 752786.6664 4430116.512
"931" 752788.1502 4430950.246
"932" 752789.7172 4430419.452
"933" 752794.4169 4431165.203
"934" 752794.9118 4430873.761
"935" 752795.1587 4431722.891
"936" 752798.2099 4431239.488
"937" 752798.2923 4431346.266
"938" 752800.4369 4430270.382
"939" 752801.5095 4429034.128
"940" 752803.3225 4430950.246
"941" 752807.363 4430932.449
"942" 752810.661 4431546.227
"943" 752810.9084 4431582.919
"944" 752810.9087 4430931.249
"945" 752810.9093 4429875.66
"946" 752810.9919 4429676.7
"947" 752811.156 4431119.512
"948" 752812.1464 4429471.341
"949" 752814.125 4430158.604
"950" 752816.1861 4430952.545
"951" 752817.9174 4431462.843
"952" 752818.6596 4431400.456
"953" 752819.4018 4431298.376
"954" 752821.9584 4430597.516
"955" 752823.6895 4431400.856
"956" 752833.5031 4429667.002
"957" 752833.7505 4429667.302
"958" 752833.9969 4431367.362
"959" 752834.5743 4431077.92
"960" 752834.8219 4430650.605
"961" 752835.5636 4431368.162
"962" 752835.6469 4429926.15
"963" 752839.5219 4430858.064
"964" 752841.0058 4431548.126
"965" 752843.0683 4429564.922
"966" 752843.6451 4430400.655
"967" 752844.3054 4429283.379
"968" 752844.7171 4430368.362
"969" 752846.0359 4431237.888
"970" 752846.2009 4431099.916
"971" 752847.026 4430255.184
"972" 752848.8394 4431465.843
"973" 752850.9842 4429761.283
"974" 752851.0673 4428766.682
"975" 752853.7046 4431098.216
"976" 752854.7771 4430140.907
"977" 752855.2719 4430141.707
"978" 752857.8274 4431319.172
"979" 752859.0644 4431211.793
"980" 752859.1473 4430467.842
"981" 752859.3944 4430914.653
"982" 752864.5067 4431140.408
"983" 752868.7946 4430941.547
"984" 752869.2075 4429995.236
"985" 752870.1141 4430726.49
"986" 752871.7633 4430730.09
"987" 752872.4239 4429092.717
"988" 752873.412 4431586.618
"989" 752873.9067 4431550.026
"990" 752878.8545 4431172.301
"991" 752882.5653 4430753.885
"992" 752884.4615 4431469.242
"993" 752884.7095 4430370.261
"994" 752889.7394 4430384.559
"995" 752890.3169 4429842.467
"996" 752891.8834 4430244.987
"997" 752893.1197 4431407.554
"998" 752893.4496 4431204.595
"999" 752894.0268 4431205.995
"1000" 752894.4397 4430187.498
"1001" 752895.676 4431236.189
"1002" 752896.5835 4430459.544
"1003" 752897.3252 4431088.118
"1004" 752898.3974 4430633.809
"1005" 752899.6348 4429741.187
"1006" 752900.0471 4429741.687
"1007" 752901.1191 4429638.708
"1008" 752901.3663 4430057.324
"1009" 752902.1083 4430294.377
"1010" 752902.3556 4430295.676
"1011" 752907.4676 4431235.788
"1012" 752914.7247 4429892.457
"1013" 752915.6316 4430113.913
"1014" 752915.961 4430931.749
"1015" 752915.9613 4430361.263
"1016" 752916.7034 4430374.161
"1017" 752916.7864 4429343.267
"1018" 752917.7751 4430832.269
"1019" 752925.4434 4431410.754
"1020" 752929.3194 4430709.994
"1021" 752930.4741 4430107.414
"1022" 752931.4636 4430171.001
"1023" 752931.8756 4430625.011
"1024" 752933.5249 4430451.345
"1025" 752933.6074 4430451.945
"1026" 752934.5968 4430624.311
"1027" 752942.2656 4430242.987
"1028" 752942.5951 4430886.058
"1029" 752942.7603 4430351.465
"1030" 752944.4915 4431077.22
"1031" 752948.9454 4429155.004
"1032" 752949.1096 4430361.663
"1033" 752949.3571 4430227.39
"1034" 752949.4397 4429963.643
"1035" 752951.3356 4431112.813
"1036" 752953.4798 4430543.227
"1037" 752955.5415 4430254.885
"1038" 752957.3558 4429814.172
"1039" 752957.9321 4431373.361
"1040" 752958.2626 4430159.104
"1041" 752960.9835 4430698.296
"1042" 752962.4682 4429811.973
"1043" 752962.6331 4429812.173
"1044" 752963.8694 4430909.554
"1045" 752964.6947 4429713.693
"1046" 752969.1469 4430615.213
"1047" 752969.6412 4431405.455
"1048" 752972.0325 4431415.253
"1049" 752978.5475 4430023.231
"1050" 752978.7947 4430351.265
"1051" 752980.1138 4430826.97
"1052" 752981.2687 4429864.162
"1053" 752984.6494 4430209.194
"1054" 752987.7821 4431479.24
"1055" 752988.2774 4430535.029
"1056" 752988.5245 4430875.16
"1057" 752991.5758 4430400.255
"1058" 752991.8232 4430278.78
"1059" 752993.5545 4430856.264
"1060" 752995.0391 4430288.278
"1061" 752995.3685 4431065.422
"1062" 752997.8425 4430684.499
"1063" 752997.8425 4430684.599
"1064" 753000.729 4429855.164
"1065" 753000.9754 4431504.035
"1066" 753001.1409 4430437.248
"1067" 753001.8824 4431705.695
"1068" 753003.6977 4429415.152
"1069" 753004.4395 4430076.72
"1070" 753007.4072 4431557.924
"1071" 753009.881 4431408.454
"1072" 753010.129 4430264.582
"1073" 753012.602 4431653.005
"1074" 753013.0151 4430262.983
"1075" 753014.0045 4430493.137
"1076" 753014.2518 4430494.237
"1077" 753015.9833 4430817.572
"1078" 753016.2311 4429937.448
"1079" 753016.3957 4430513.433
"1080" 753017.8794 4431594.517
"1081" 753017.8794 4431595.017
"1082" 753017.9619 4431590.718
"1083" 753019.1166 4431059.924
"1084" 753020.4358 4431294.077
"1085" 753022.0036 4429214.492
"1086" 753023.7346 4430391.957
"1087" 753024.9709 4431506.135
"1088" 753025.0536 4431088.318
"1089" 753025.0536 4431089.318
"1090" 753025.2184 4431231.789
"1091" 753025.3834 4431150.605
"1092" 753025.5483 4431188.598
"1093" 753025.8778 4431821.472
"1094" 753026.5386 4429784.678
"1095" 753026.6206 4430532.729
"1096" 753027.3625 4430925.55
"1097" 753028.9297 4430127.71
"1098" 753031.3208 4430328.57
"1099" 753033.9589 4431410.254
"1100" 753034.2067 4430668.802
"1101" 753034.7015 4430637.108
"1102" 753036.7631 4430434.749
"1103" 753040.886 4430329.67
"1104" 753042.9468 4431509.534
"1105" 753043.5249 4429994.536
"1106" 753043.854 4431294.677
"1107" 753044.0192 4430794.977
"1108" 753044.9271 4429217.492
"1109" 753045.2557 4431509.234
"1110" 753046.8222 4431908.654
"1111" 753048.5547 4430318.672
"1112" 753049.7088 4430808.674
"1113" 753051.0289 4429494.236
"1114" 753051.6057 4430174.8
"1115" 753051.9353 4430591.917
"1116" 753054.9036 4431050.625
"1117" 753055.1512 4430656.504
"1118" 753058.6141 4431289.578
"1119" 753059.1921 4429920.451
"1120" 753059.5219 4429920.851
"1121" 753059.6037 4431078.22
"1122" 753060.758 4431280.08
"1123" 753062.5724 4430839.468
"1124" 753063.3145 4430851.665
"1125" 753066.3657 4430377.96
"1126" 753066.696 4429569.521
"1127" 753067.6022 4431048.026
"1128" 753067.6848 4430851.565
"1129" 753068.4266 4431412.953
"1130" 753069.2519 4430048.526
"1131" 753071.3132 4430478.74
"1132" 753071.89 4431230.19
"1133" 753072.3023 4431143.607
"1134" 753072.4683 4429286.878
"1135" 753073.0447 4430645.706
"1136" 753074.6116 4430393.457
"1137" 753075.1059 4431182.499
"1138" 753076.7556 4430226.89
"1139" 753077.4152 4430226.59
"1140" 753077.9098 4430515.632
"1141" 753080.136 4430903.655
"1142" 753080.8783 4430526.23
"1143" 753085.7432 4430921.151
"1144" 753089.9483 4431316.872
"1145" 753090.9383 4430580.519
"1146" 753092.3394 4431723.291
"1147" 753093.7416 4430945.846
"1148" 753093.7421 4430098.916
"1149" 753096.628 4430435.148
"1150" 753098.4416 4431280.08
"1151" 753100.7502 4431672.401
"1152" 753101.2461 4429657.504
"1153" 753101.988 4429968.242
"1154" 753102.2354 4429968.542
"1155" 753104.1315 4430765.382
"1156" 753105.2035 4430696.096
"1157" 753106.6885 4429372.961
"1158" 753107.4296 4431228.99
"1159" 753108.1717 4431224.791
"1160" 753108.4188 4431830.57
"1161" 753110.3161 4430518.832
"1162" 753111.3877 4431037.528
"1163" 753112.6243 4431600.216
"1164" 753113.3671 4430466.842
"1165" 753114.7685 4431135.109
"1166" 753114.7689 4430305.674
"1167" 753115.0164 4430142.507
"1168" 753116.1703 4431036.328
"1169" 753116.9951 4430630.209
"1170" 753124.0034 4431955.245
"1171" 753124.1691 4430487.438
"1172" 753124.8288 4430488.638
"1173" 753127.1376 4430570.021
"1174" 753129.281 4431498.536
"1175" 753133.1575 4429738.688
"1176" 753135.4659 4430508.934
"1177" 753136.6202 4430826.17
"1178" 753137.0326 4430512.033
"1179" 753138.4343 4430744.886
"1180" 753139.0943 4430191.697
"1181" 753139.1762 4431155.504
"1182" 753140.4961 4430190.897
"1183" 753140.5789 4429458.144
"1184" 753142.7218 4431417.552
"1185" 753144.0419 4430015.132
"1186" 753144.3714 4430682.399
"1187" 753144.6191 4430015.732
"1188" 753146.5975 4431108.414
"1189" 753150.5558 4430622.711
"1190" 753153.1942 4431046.426
"1191" 753153.6072 4429790.777
"1192" 753154.7609 4431032.329
"1193" 753156.6573 4431333.169
"1194" 753162.1825 4430559.823
"1195" 753162.1826 4430296.276
"1196" 753165.6463 4429631.009
"1197" 753167.0473 4430999.536
"1198" 753168.3675 4429527.93
"1199" 753170.0166 4429527.33
"1200" 753170.2633 4430732.189
"1201" 753170.4282 4430732.589
"1202" 753171.9947 4431238.488
"1203" 753174.8804 4431858.664
"1204" 753178.4263 4431492.237
"1205" 753179.4981 4431740.188
"1206" 753182.4672 4430773.981
"1207" 753183.4571 4430059.023
"1208" 753183.9518 4430059.623
"1209" 753184.9415 4429716.392
"1210" 753185.0239 4429870.961
"1211" 753185.1885 4430462.843
"1212" 753187.9095 4430608.614
"1213" 753187.9096 4430460.743
"1214" 753188.5692 4430609.714
"1215" 753189.2281 4431983.239
"1216" 753190.3014 4429573.92
"1217" 753190.5478 4431420.552
"1218" 753191.2909 4429575.72
"1219" 753192.7745 4430816.372
"1220" 753194.2591 4430094.116
"1221" 753194.7537 4430353.865
"1222" 753195.7434 4430101.515
"1223" 753197.6391 4431605.315
"1224" 753198.4643 4430481.539
"1225" 753202.5055 4429152.105
"1226" 753203.4113 4431344.567
"1227" 753203.9892 4430154.904
"1228" 753204.2364 4430400.655
"1229" 753204.8961 4430350.865
"1230" 753205.4736 4429923.151
"1231" 753207.0397 4430941.047
"1232" 753207.7001 4429767.982
"1233" 753212.235 4430209.693
"1234" 753214.2959 4431279.78
"1235" 753215.1208 4430660.103
"1236" 753216.6052 4430515.532
"1237" 753217.6773 4430246.286
"1238" 753219.4908 4431248.686
"1239" 753221.5528 4430345.666
"1240" 753221.7169 4431686.598
"1241" 753222.8722 4430284.378
"1242" 753224.9331 4431216.392
"1243" 753225.5932 4430439.647
"1244" 753225.7575 4431486.238
"1245" 753225.841 4429653.405
"1246" 753227.49 4429979.339
"1247" 753228.067 4430344.366
"1248" 753228.8907 4431874.261
"1249" 753231.1186 4429222.291
"1250" 753231.9418 4431750.386
"1251" 753232.0246 4431173.801
"1252" 753239.7757 4431127.31
"1253" 753240.4358 4430292.977
"1254" 753240.7653 4430886.458
"1255" 753241.9198 4430710.993
"1256" 753242.7444 4430712.493
"1257" 753242.745 4429691.497
"1258" 753242.9098 4429847.566
"1259" 753244.3113 4430400.755
"1260" 753249.8365 4429597.216
"1261" 753252.0621 4431051.825
"1262" 753252.6398 4430072.721
"1263" 753252.7222 4430236.988
"1264" 753255.2774 4432012.033
"1265" 753255.4432 4430492.737
"1266" 753259.7307 4431004.635
"1267" 753260.8024 4431481.739
"1268" 753260.8025 4431339.967
"1269" 753260.8025 4431413.153
"1270" 753260.9678 4430747.186
"1271" 753262.2046 4430843.467
"1272" 753262.3697 4430441.547
"1273" 753264.0184 4431257.984
"1274" 753264.9262 4429897.256
"1275" 753265.1731 4430843.267
"1276" 753265.9161 4429307.773
"1277" 753266.328 4430021.431
"1278" 753266.658 4429743.386
"1279" 753267.2347 4430547.426
"1280" 753271.1921 4431757.984
"1281" 753271.6053 4430126.91
"1282" 753272.6768 4430801.975
"1283" 753275.1509 4430292.977
"1284" 753275.7279 4430570.921
"1285" 753280.3455 4430797.876
"1286" 753281.7468 4431610.314
"1287" 753284.0566 4429955.044
"1288" 753284.3854 4431884.559
"1289" 753284.4684 4430851.865
"1290" 753284.6336 4430270.581
"1291" 753286.4479 4429945.846
"1292" 753289.6638 4429952.645
"1293" 753292.219 4431700.196
"1294" 753295.4355 4430625.31
"1295" 753295.436 4429826.67
"1296" 753297.4975 4429668.001
"1297" 753299.3112 4430322.471
"1298" 753299.8063 4429815.072
"1299" 753300.1358 4430385.158
"1300" 753300.8785 4429393.656
"1301" 753302.6095 4430424.15
"1302" 753303.2691 4430521.631
"1303" 753305.9082 4429871.261
"1304" 753311.4318 4431765.882
"1305" 753312.5043 4430801.775
"1306" 753312.5868 4430855.864
"1307" 753318.1941 4430555.624
"1308" 753318.9361 4430807.274
"1309" 753320.4209 4429864.762
"1310" 753320.668 4430385.158
"1311" 753321.4929 4429720.891
"1312" 753324.0489 4430218.891
"1313" 753324.2134 4430887.358
"1314" 753324.6259 4430570.221
"1315" 753324.9551 4431706.494
"1316" 753325.2023 4432048.226
"1317" 753328.0894 4430038.527
"1318" 753328.6669 4429563.722
"1319" 753328.8319 4429462.343
"1320" 753329.9863 4429461.843
"1321" 753330.3986 4429461.743
"1322" 753331.5522 4431008.634
"1323" 753331.6346 4431009.933
"1324" 753332.7065 4431062.523
"1325" 753333.2013 4431068.022
"1326" 753335.758 4430258.284
"1327" 753338.3139 4430755.284
"1328" 753339.3852 4431890.457
"1329" 753341.1997 4431146.906
"1330" 753341.5296 4431148.006
"1331" 753344.4161 4430308.573
"1332" 753347.6322 4429927.75
"1333" 753349.94 4431773.281
"1334" 753350.1877 4431198.196
"1335" 753353.6516 4430095.716
"1336" 753354.8886 4429798.775
"1337" 753357.3619 4430714.193
"1338" 753358.9286 4430690.997
"1339" 753359.011 4430692.597
"1340" 753359.5055 4431227.79
"1341" 753361.4023 4430799.675
"1342" 753366.8455 4429084.018
"1343" 753369.6485 4430146.906
"1344" 753371.792 4430848.866
"1345" 753374.019 4429840.567
"1346" 753374.1833 4430928.25
"1347" 753375.9977 4430392.557
"1348" 753376.4919 4431281.479
"1349" 753377.2344 4430748.486
"1350" 753385.6455 4430012.533
"1351" 753385.8923 4431157.504
"1352" 753386.7174 4430202.995
"1353" 753386.9641 4431326.17
"1354" 753389.6033 4430443.447
"1355" 753390.5922 4431468.942
"1356" 753391.1697 4431062.223
"1357" 753395.9533 4429155.104
"1358" 753396.5293 4431396.956
"1359" 753400.076 4429623.91
"1360" 753401.3118 4431617.512
"1361" 753402.6316 4430792.177
"1362" 753402.9616 4430498.935
"1363" 753402.9619 4429903.954
"1364" 753403.5381 4431721.691
"1365" 753404.3634 4430498.636
"1366" 753404.9399 4431783.979
"1367" 753407.2486 4431891.857
"1368" 753409.31 4431985.538
"1369" 753411.3715 4432083.519
"1370" 753412.196 4432120.712
"1371" 753412.5269 4430287.878
"1372" 753412.527 4430073.32
"1373" 753412.8568 4430073.22
"1374" 753413.1035 4431271.681
"1375" 753415.6599 4430962.143
"1376" 753415.6602 4430546.026
"1377" 753415.9073 4430962.343
"1378" 753423.824 4429678.899
"1379" 753428.1112 4430837.268
"1380" 753428.7709 4430838.068
"1381" 753430.8333 4429240.287
"1382" 753431.8225 4429697.396
"1383" 753432.0699 4429697.096
"1384" 753435.3675 4431098.416
"1385" 753436.3574 4430366.862
"1386" 753438.0887 4430849.365
"1387" 753441.0577 4429987.438
"1388" 753447.7367 4430187.498
"1389" 753448.6435 4430671.901
"1390" 753449.2206 4430989.537
"1391" 753450.2925 4430990.437
"1392" 753451.1174 4430416.152
"1393" 753458.6207 4431215.892
"1394" 753458.9514 4429759.083
"1395" 753464.4755 4430733.189
"1396" 753466.3729 4429326.97
"1397" 753469.2585 4430050.825
"1398" 753469.9182 4430050.625
"1399" 753470.6594 4431621.111
"1400" 753471.4022 4430483.439
"1401" 753472.3085 4431728.39
"1402" 753472.8038 4430891.457
"1403" 753473.0515 4430269.481
"1404" 753473.7103 4431797.376
"1405" 753475.8542 4431889.957
"1406" 753476.1022 4430778.979
"1407" 753476.5966 4431356.464
"1408" 753478.0805 4431984.539
"1409" 753480.6367 4432083.119
"1410" 753481.0503 4429589.217
"1411" 753482.9454 4432203.395
"1412" 753487.6463 4430826.77
"1413" 753487.9762 4430826.77
"1414" 753488.8836 4430112.613
"1415" 753489.2962 4429555.524
"1416" 753490.6975 4430542.727
"1417" 753491.9339 4431336.368
"1418" 753493.9965 4429394.356
"1419" 753494.2429 4431026.33
"1420" 753494.4078 4431026.53
"1421" 753496.7171 4430348.566
"1422" 753499.5211 4429608.113
"1423" 753501.9941 4430926.85
"1424" 753503.2316 4429860.963
"1425" 753506.6941 4431156.904
"1426" 753507.8491 4430172.101
"1427" 753515.7639 4432248.186
"1428" 753518.7339 4429573.62
"1429" 753523.9282 4430655.904
"1430" 753528.6287 4430099.115
"1431" 753528.7104 4431447.846
"1432" 753529.1227 4431423.351
"1433" 753532.8338 4430469.541
"1434" 753532.9157 4431624.411
"1435" 753532.9164 4430251.285
"1436" 753533.9876 4431727.39
"1437" 753534.483 4430469.141
"1438" 753535.1432 4429584.018
"1439" 753535.2244 4431809.374
"1440" 753535.7203 4429728.389
"1441" 753535.8019 4431278.98
"1442" 753537.2858 4431897.156
"1443" 753538.9355 4430971.541
"1444" 753539.2648 4431983.639
"1445" 753539.7607 4429942.747
"1446" 753541.4086 4432073.421
"1447" 753541.4094 4430715.392
"1448" 753542.687 4429936.23
"1449" 753544.7898 4431448.546
"1450" 753545.2841 4432235.688
"1451" 753546.3572 4430162.203
"1452" 753551.222 4430748.685
"1453" 753553.0362 4430531.629
"1454" 753557.5715 4430330.269
"1455" 753557.6534 4431387.658
"1456" 753569.8576 4430811.073
"1457" 753570.2703 4430010.533
"1458" 753570.8472 4430591.117
"1459" 753575.7124 4430388.557
"1460" 753577.6911 4430837.068
"1461" 753579.0935 4429747.685
"1462" 753582.9682 4431219.391
"1463" 753587.1738 4430868.362
"1464" 753587.3389 4430642.507
"1465" 753591.3797 4430077.819
"1466" 753592.4508 4431622.011
"1467" 753594.6771 4431729.69
"1468" 753596.4099 4429662.802
"1469" 753596.4911 4431821.271
"1470" 753596.4919 4430455.044
"1471" 753596.739 4430900.055
"1472" 753596.7393 4430455.044
"1473" 753598.1402 4431904.055
"1474" 753598.3882 4430905.654
"1475" 753599.7069 4431982.739
"1476" 753602.0157 4432063.623
"1477" 753604.7368 4432210.493
"1478" 753612.3241 4430145.106
"1479" 753616.2819 4430520.331
"1480" 753619.1684 4429733.388
"1481" 753634.2578 4430580.219
"1482" 753635.9897 4430220.091
"1483" 753641.0191 4431146.406
"1484" 753646.7912 4431193.796
"1485" 753649.0175 4431273.481
"1486" 753651.986 4431384.458
"1487" 753653.7176 4431449.445
"1488" 753658.0053 4431606.914
"1489" 753658.3352 4431619.311
"1490" 753661.3861 4431730.489
"1491" 753661.9641 4430305.874
"1492" 753664.1896 4431833.169
"1493" 753665.9214 4431619.012
"1494" 753666.0861 4431905.254
"1495" 753667.3241 4429884.958
"1496" 753668.23 4431981.739
"1497" 753670.2914 4432058.824
"1498" 753672.8481 4431172.501
"1499" 753673.5897 4432181.299
"1500" 753679.6102 4430364.162
"1501" 753690.1651 4429964.442
"1502" 753692.309 4429963.442
"1503" 753692.3915 4429963.642
"1504" 753698.246 4429989.837
"1505" 753699.9774 4430431.249
"1506" 753700.4722 4430431.049
"1507" 753701.9561 4430990.237
"1508" 753705.4199 4430012.533
"1509" 753713.0061 4430036.228
"1510" 753713.0885 4430036.628
"1511" 753719.9323 4430500.635
"1512" 753721.1687 4431455.744
"1513" 753721.2519 4430062.223
"1514" 753722.4055 4431563.323
"1515" 753731.8057 4431721.791
"1516" 753735.8471 4430108.113
"1517" 753753.5757 4430049.525
"1518" 753759.1003 4430181.299
"1519" 753760.6671 4430180.699
"1520" 753766.1095 4429840.267
"1521" 753769.4077 4430098.115
"1522" 753769.9842 4431374.96
"1523" 753776.9107 4431380.959
"1524" 753779.5494 4431454.844
"1525" 753780.8685 4431832.869
"1526" 753783.2599 4431560.823
"1527" 753784.4968 4431614.113
"1528" 753787.0529 4431721.991
"1529" 753789.774 4431832.769
"1530" 753789.9395 4430772.081
"1531" 753790.2688 4431852.865
"1532" 753791.5881 4431907.054
"1533" 753792.496 4430275.48
"1534" 753794.3103 4429923.65
"1535" 753800.5765 4431108.314
"1536" 753802.886 4429949.245
"1537" 753802.9678 4431169.701
"1538" 753809.8114 4431908.054
"1539" 753810.7195 4429972.54
"1540" 753818.5531 4429995.736
"1541" 753819.7888 4432047.626
"1542" 753827.0463 4430020.831
"1543" 753827.2937 4430021.631
"1544" 753831.3334 4431302.175
"1545" 753833.9717 4432053.625
"1546" 753834.3849 4430400.255
"1547" 753841.0635 4431452.445
"1548" 753843.7021 4431559.223
"1549" 753845.0214 4431611.713
"1550" 753845.517 4430075.62
"1551" 753847.7425 4431723.791
"1552" 753849.9688 4431831.769
"1553" 753851.3705 4431904.254
"1554" 753852.5254 4431071.921
"1555" 753853.4319 4432004.634
"1556" 753857.0601 4432021.731
"1557" 753857.8031 4430394.856
"1558" 753869.5949 4430147.306
"1559" 753874.2124 4430464.642
"1560" 753895.3217 4430554.324
"1561" 753902.0828 4431451.445
"1562" 753902.4958 4430249.985
"1563" 753904.8039 4431557.624
"1564" 753906.1232 4431609.213
"1565" 753909.0092 4431719.891
"1566" 753910.9881 4431830.769
"1567" 753915.7714 4430642.207
"1568" 753922.615 4431376.86
"1569" 753937.7883 4429762.482
"1570" 753939.9317 4430746.386
"1571" 753941.0861 4430753.584
"1572" 753942.5706 4430375.26
"1573" 753954.9394 4430372.46
"1574" 753955.2683 4431904.454
"1575" 753965.7407 4431606.814
"1576" 753967.8846 4431711.093
"1577" 753968.8741 4431760.583
"1578" 753972.4205 4430441.447
"1579" 753974.5648 4429853.464
"1580" 753979.1818 4430987.938
"1581" 753992.7054 4430436.648
"1582" 753994.2721 4430363.362
"1583" 753997.0753 4431078.319
"1584" 754010.5164 4430432.348
"1585" 754013.4852 4429948.545
"1586" 754014.0616 4431451.645
"1587" 754014.2266 4431165.302
"1588" 754014.227 4430525.33
"1589" 754018.9264 4431828.969
"1590" 754025.7706 4431604.414
"1591" 754027.0074 4431664.802
"1592" 754031.4608 4430521.031
"1593" 754031.6258 4430521.731
"1594" 754035.2539 4430614.412
"1595" 754044.7361 4431553.924
"1596" 754065.9284 4430739.387
"1597" 754072.7728 4430088.717
"1598" 754081.4302 4431523.33
"1599" 754091.4901 4431514.932
"1600" 754100.2306 4431728.589
"1601" 754103.5298 4430203.894
"1602" 754108.0649 4430409.253
"1603" 754112.1047 4431600.915
"1604" 754129.669 4430498.435
"1605" 754137.5851 4430331.468
"1606" 754151.2731 4430587.317
"1607" 754154.3235 4431599.215
"1608" 754158.8594 4430397.255
"1609" 754198.3564 4431602.315
"1610" 754203.3869 4430575.22
"1611" 754230.021 4430711.793
